date,RenewableShare_t
2024-01-01,0.22355084174994433
2024-01-02,0.1437016669099484
2024-01-03,0.17320753822503238
2024-01-04,0.32156001310055526
2024-01-05,0.35284297170937684
2024-01-06,0.18723551989037235
2024-01-07,0.46151033625939775
2024-01-08,0.5635774528479087
2024-01-09,0.4303413184370256
2024-01-10,0.4416170633767563
2024-01-11,0.4855305831638949
2024-01-12,0.40020163357366006
2024-01-13,0.385467483298867
2024-01-14,0.207009607853753
2024-01-15,0.18839551778795174
2024-01-16,0.18458337943121783
2024-01-17,0.34694240111626
2024-01-18,0.3239829894308335
2024-01-19,0.3824347127928116
2024-01-20,0.22289653151931552
2024-01-21,0.2945165330071122
2024-01-22,0.16106571188247337
2024-01-23,0.13045094302453697
2024-01-24,0.09236596601327751
2024-01-25,0.1706973024936727
2024-01-26,0.2357623647174146
2024-01-27,0.370574278542865
2024-01-28,0.200449143636477
2024-01-29,0.2776826759040671
2024-01-30,0.19869078815966795
2024-01-31,0.27114199940707856
2024-02-01,0.5248101711585765
2024-02-02,0.5487024625366264
2024-02-03,0.5419121028086892
2024-02-04,0.6089034936333348
2024-02-05,0.3736542815459751
2024-02-06,0.3249654967742956
2024-02-07,0.5510737701184191
2024-02-08,0.46262388482788
2024-02-09,0.35247020271995483
2024-02-10,0.33450684988738183
2024-02-11,0.48694510367739163
2024-02-12,0.3378984884053755
2024-02-13,0.37745834750294177
2024-02-14,0.5481799997718315
2024-02-15,0.32109208555463753
2024-02-16,0.49355270727170486
2024-02-17,0.4396130371547992
2024-02-18,0.30893393999424107
2024-02-19,0.40632570831856
2024-02-20,0.4803310181960431
2024-02-21,0.603043575249836
2024-02-22,0.5124202650088512
2024-02-23,0.30579149878877515
2024-02-24,0.505056105671373
2024-02-25,0.5512733079558209
2024-02-26,0.5160563559580096
2024-02-27,0.5087032999606922
2024-02-28,0.39150676132811885
2024-02-29,0.2147032575355806
2024-03-01,0.4373435956329397
2024-03-02,0.5508365291458536
2024-03-03,0.5772942218065077
2024-03-04,0.3546926609511803
2024-03-05,0.2810822528550943
2024-03-06,0.2822343463162636
2024-03-07,0.36133066351123905
2024-03-08,0.48832097418719433
2024-03-09,0.41620633652016975
2024-03-10,0.3109165907203516
2024-03-11,0.5057662757218121
2024-03-12,0.572152007013407
2024-03-13,0.5566297776352858
2024-03-14,0.37175769448457885
2024-03-15,0.47155353167366565
2024-03-16,0.18324786666606313
2024-03-17,0.24766759001691838
2024-03-18,0.29837593392646666
2024-03-19,0.37184353484714544
2024-03-20,0.33430214088532134
2024-03-21,0.20706710945979553
2024-03-22,0.33831425001028487
2024-03-23,0.4677104690855095
2024-03-24,0.6373995115191498
2024-03-25,0.5240637858262034
2024-03-26,0.31972335311951955
2024-03-27,0.39885074667262965
2024-03-28,0.4397834771256164
2024-03-29,0.6728945074018722
2024-03-30,0.5044483987202688
2024-03-31,0.5271217729073326
2024-04-01,0.4760102626117876
2024-04-02,0.5387911130765815
2024-04-03,0.37693481134983586
2024-04-04,0.39600197991718566
2024-04-05,0.6472102664572028
2024-04-06,0.6228339499639213
2024-04-07,0.46147583677322046
2024-04-08,0.36190991099378717
2024-04-09,0.41163019036373194
2024-04-10,0.4928864718631481
2024-04-11,0.39099407182645274
2024-04-12,0.5892640562243204
2024-04-13,0.6244080293550948
2024-04-14,0.501973888163841
2024-04-15,0.508923826198115
2024-04-16,0.36970564332188965
2024-04-17,0.31543257781778244
2024-04-18,0.452362432498069
2024-04-19,0.308503835416329
2024-04-20,0.3896636455422823
2024-04-21,0.3623901269912291
2024-04-22,0.4709948283775353
2024-04-23,0.5071504607314228
2024-04-24,0.3808734839674273
2024-04-25,0.525313645860767
2024-04-26,0.49410535362027724
2024-04-27,0.5424556628278039
2024-04-28,0.2834460593348621
2024-04-29,0.29103053009152313
2024-04-30,0.48112287108274937
2024-05-01,0.4680001065881201
2024-05-02,0.33283328985326693
2024-05-03,0.34436761528827575
2024-05-04,0.4105080493399297
2024-05-05,0.2933141762280715
2024-05-06,0.47651513240751636
2024-05-07,0.33582453978679633
2024-05-08,0.32737625620179267
2024-05-09,0.3361577155220995
2024-05-10,0.3248550712273028
2024-05-11,0.2837979083841865
2024-05-12,0.25465493862684146
2024-05-13,0.2666367634702484
2024-05-14,0.3063971189418082
2024-05-15,0.5011798087888871
2024-05-16,0.3119082555533777
2024-05-17,0.2207947947794654
2024-05-18,0.36708632267658337
2024-05-19,0.48177152594039957
2024-05-20,0.43733439815708847
2024-05-21,0.35499644333182495
2024-05-22,0.35688117954919374
2024-05-23,0.37634036853408737
2024-05-24,0.3543333668841359
2024-05-25,0.4097413425490153
2024-05-26,0.359123156565466
2024-05-27,0.25712943029747914
2024-05-28,0.4243615043863894
2024-05-29,0.3148923582794118
2024-05-30,0.36398000312481504
2024-05-31,0.32039076244578596
2024-06-01,0.31740436052971804
2024-06-02,0.40266733380292785
2024-06-03,0.4085025971218806
2024-06-04,0.3883030455247968
2024-06-05,0.30617279721542245
2024-06-06,0.3249252197648183
2024-06-07,0.3720884613225083
2024-06-08,0.43017500540824405
2024-06-09,0.32539696008362773
2024-06-10,0.19599259293850682
2024-06-11,0.1871561763796021
2024-06-12,0.19087834081492655
2024-06-13,0.29155811612114335
2024-06-14,0.30522230595423083
2024-06-15,0.36980256983569704
2024-06-16,0.4577040825303266
2024-06-17,0.4571850023899133
2024-06-18,0.4817388999668129
2024-06-19,0.3886699842205088
2024-06-20,0.27640931900282373
2024-06-21,0.31141060463431947
2024-06-22,0.33859951776494956
2024-06-23,0.3035688947501304
2024-06-24,0.3052851796341559
2024-06-25,0.34434856162605787
2024-06-26,0.30039666632438417
2024-06-27,0.25409360335632153
2024-06-28,0.3947883726382019
2024-06-29,0.3863570914392192
2024-06-30,0.34251758017561124
2024-07-01,0.35931329461564154
2024-07-02,0.39535008288963686
2024-07-03,0.36229343452924323
2024-07-04,0.3527087165417854
2024-07-05,0.30752910765523556
2024-07-06,0.22243754886745992
2024-07-07,0.3253539382694186
2024-07-08,0.2803870154370094
2024-07-09,0.21459809945747826
2024-07-10,0.21879546155127091
2024-07-11,0.26034925900344447
2024-07-12,0.3070265822287176
2024-07-13,0.34512443289953715
2024-07-14,0.3626512663692527
2024-07-15,0.35520878597888256
2024-07-16,0.34491581332477667
2024-07-17,0.2330755616748334
2024-07-18,0.20604651268320878
2024-07-19,0.21663283428337418
2024-07-20,0.2835145763858232
2024-07-21,0.22443696695609525
2024-07-22,0.14949387545022735
2024-07-23,0.1503555885646572
2024-07-24,0.1804493459579385
2024-07-25,0.18357339458912603
2024-07-26,0.2161483031600005
2024-07-27,0.3050591408344097
2024-07-28,0.44075583036035165
2024-07-29,0.431001424574638
2024-07-30,0.43384309255975684
2024-07-31,0.44484429707633444
2024-08-01,0.36308720312854265
2024-08-02,0.23998212101603003
2024-08-03,0.21532896667566676
2024-08-04,0.19099053826136214
2024-08-05,0.2118057532718835
2024-08-06,0.2226907500190021
2024-08-07,0.2366613375383549
2024-08-08,0.27141012692991645
2024-08-09,0.2702869282096868
2024-08-10,0.24239369309208436
2024-08-11,0.35891055330786964
2024-08-12,0.3515810018946675
2024-08-13,0.34541692937720525
2024-08-14,0.34671924894309974
2024-08-15,0.31135590650469286
2024-08-16,0.29342230956762033
2024-08-17,0.2588179750785698
2024-08-18,0.2659218945302665
2024-08-19,0.26185893124584525
2024-08-20,0.26759069037985916
2024-08-21,0.2841372346011405
2024-08-22,0.31618072547953263
2024-08-23,0.320784468067921
2024-08-24,0.3267393860275345
2024-08-25,0.29964160888551394
2024-08-26,0.23097655876803963
2024-08-27,0.2069732117166264
2024-08-28,0.24696584484386672
2024-08-29,0.2365904024890941
2024-08-30,0.21202890248043804
2024-08-31,0.16198695253996392
2024-09-01,0.1792845599300287
2024-09-02,0.18758066635919912
2024-09-03,0.16750762175688996
2024-09-04,0.12592930106125783
2024-09-05,0.17223772583770397
2024-09-06,0.3019290510919358
2024-09-07,0.3489648779574735
2024-09-08,0.3472698887301584
2024-09-09,0.31674951658762984
2024-09-10,0.30000374750841946
2024-09-11,0.22554152795618762
2024-09-12,0.28027625313560106
2024-09-13,0.3874883782535584
2024-09-14,0.32381062155837176
2024-09-15,0.24053731642923215
2024-09-16,0.24385437524921233
2024-09-17,0.3154896186774878
2024-09-18,0.3789627295198137
2024-09-19,0.3436212760298137
2024-09-20,0.3274306378928912
2024-09-21,0.38410765097751653
2024-09-22,0.3320355532275764
2024-09-23,0.1626968829131639
2024-09-24,0.19259328916654947
2024-09-25,0.2449527397163819
2024-09-26,0.22769738451023008
2024-09-27,0.19968514128361542
2024-09-28,0.23319407870706302
2024-09-29,0.20319278612506989
2024-09-30,0.20452848722077377
2024-10-01,0.2663889473260231
2024-10-02,0.2662971854408051
2024-10-03,0.3691650864528185
2024-10-04,0.2768124212043968
2024-10-05,0.23983281923810576
2024-10-06,0.25849362517217994
2024-10-07,0.21107871216859847
2024-10-08,0.23265025659768537
2024-10-09,0.3338697189432117
2024-10-10,0.3615180457152152
2024-10-11,0.415922605729154
2024-10-12,0.4249800186802096
2024-10-13,0.3902958467004638
2024-10-14,0.3032569285451548
2024-10-15,0.3854402925045499
2024-10-16,0.4628210450484565
2024-10-17,0.5745335039744658
2024-10-18,0.5739880666291927
2024-10-19,0.5257695367746069
2024-10-20,0.48196549811414074
2024-10-21,0.48114530593255406
2024-10-22,0.30222168777817227
2024-10-23,0.2909655636053798
2024-10-24,0.44238585832471156
2024-10-25,0.3334253901364761
2024-10-26,0.22335059027870005
2024-10-27,0.3386517387585084
2024-10-28,0.47501855613208016
2024-10-29,0.5001879114722381
2024-10-30,0.44857265123411927
2024-10-31,0.26217667629098906
2024-11-01,0.2587900484210833
2024-11-02,0.42308800178763284
2024-11-03,0.4587523656485348
2024-11-04,0.42259868618186747
2024-11-05,0.3546678228896488
2024-11-06,0.4578467231904805
2024-11-07,0.3167083188786051
2024-11-08,0.34809901235176205
2024-11-09,0.30100283139197154
2024-11-10,0.20290477158220752
2024-11-11,0.20642407071619873
2024-11-12,0.46981147415441576
2024-11-13,0.3881949050408797
2024-11-14,0.36881199501135137
2024-11-15,0.560262758108391
2024-11-16,0.5615630062917834
2024-11-17,0.3608184521605561
2024-11-18,0.5068423422491023
2024-11-19,0.45576443358624313
2024-11-20,0.373856905610487
2024-11-21,0.25326834203795484
2024-11-22,0.3239870067657925
2024-11-23,0.5996090650367899
2024-11-24,0.6287012204024617
2024-11-25,0.4630267726894411
2024-11-26,0.37461843158960406
2024-11-27,0.5546066487810365
2024-11-28,0.30605129546466214
2024-11-29,0.34450605109884763
2024-11-30,0.3141606124945854
2024-12-01,0.23079026048525914
2024-12-02,0.2472270634516404
2024-12-03,0.2862929483593538
2024-12-04,0.19161201701166117
2024-12-05,0.2809677493623886
2024-12-06,0.19226266393495087
2024-12-07,0.12404340785544503
2024-12-08,0.35683583465947405
2024-12-09,0.43102154912515883
2024-12-10,0.4276324128436751
2024-12-11,0.3547214111560113
2024-12-12,0.5199823632634433
2024-12-13,0.5175175283721888
2024-12-14,0.29297065966368663
2024-12-15,0.5319888228737822
2024-12-16,0.33958657379159657
2024-12-17,0.30537471327923527
2024-12-18,0.3864866107814977
2024-12-19,0.31859712850577016
2024-12-20,0.2963053278656004
2024-12-21,0.38707146040532603
2024-12-22,0.5515147549907193
2024-12-23,0.5244216564695366
2024-12-24,0.3126774118557479
2024-12-25,0.17735256272122335
2024-12-26,0.20717848275620618
2024-12-27,0.42033829769116693
2024-12-28,0.4093577364027233
2024-12-29,0.3197547943490613
2024-12-30,0.5329487534212796
2024-12-31,0.4316289568758778
