OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
07/21/2024,01:00,18086.63,14278.44,8537.30,13953.97,54856.34,N
07/21/2024,02:00,17227.34,13488.22,8473.26,13345.59,52534.40,N
07/21/2024,03:00,16336.97,12950.55,8370.99,12812.20,50470.71,N
07/21/2024,04:00,15751.22,12501.40,8285.32,12406.27,48944.21,N
07/21/2024,05:00,15510.49,12223.04,8284.30,12158.11,48175.93,N
07/21/2024,06:00,15071.55,11994.69,8305.04,12143.06,47514.33,N
07/21/2024,07:00,14931.30,11926.64,8280.39,11928.16,47066.49,N
07/21/2024,08:00,14992.79,12075.50,8270.10,12020.10,47358.49,N
07/21/2024,09:00,15503.84,12877.56,8952.44,12912.80,50246.64,N
07/21/2024,10:00,16267.48,14089.94,9265.55,14034.39,53657.36,N
07/21/2024,11:00,17221.84,15213.50,9175.40,15104.17,56714.91,N
07/21/2024,12:00,18127.11,16434.98,9092.24,16108.64,59762.97,N
07/21/2024,13:00,18929.52,17655.61,9268.14,16879.23,62732.50,N
07/21/2024,14:00,19175.32,18671.78,9355.70,17386.17,64588.98,N
07/21/2024,15:00,19797.58,19183.53,9436.40,17429.33,65846.84,N
07/21/2024,16:00,20955.14,19145.32,9344.98,17551.99,66997.43,N
07/21/2024,17:00,21712.01,18758.06,9124.42,17598.48,67192.97,N
07/21/2024,18:00,22162.88,18306.63,9026.90,17575.16,67071.57,N
07/21/2024,19:00,22374.07,17656.48,9116.27,17199.65,66346.48,N
07/21/2024,20:00,21736.01,17095.52,8989.31,16562.70,64383.53,N
07/21/2024,21:00,21046.28,16442.41,8783.06,16033.65,62305.41,N
07/21/2024,22:00,20393.46,16067.27,8834.15,15561.64,60856.51,N
07/21/2024,23:00,19270.44,15315.20,8722.48,14923.04,58231.15,N
07/21/2024,24:00,17926.44,14394.86,8478.53,14088.15,54887.98,N
