OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
06/09/2024,01:00,18803.08,14444.46,8580.91,14486.75,56315.20,N
06/09/2024,02:00,17470.25,13556.75,8395.68,13861.10,53283.79,N
06/09/2024,03:00,16519.55,13070.51,8265.34,13367.31,51222.71,N
06/09/2024,04:00,15685.59,12710.73,8230.96,12970.63,49597.91,N
06/09/2024,05:00,15159.51,12108.88,8171.68,12682.87,48122.93,N
06/09/2024,06:00,14833.06,11975.46,8176.99,12419.55,47405.06,N
06/09/2024,07:00,14568.06,11883.76,8256.68,12143.84,46852.34,N
06/09/2024,08:00,14901.23,12054.62,8129.50,12401.67,47487.02,N
06/09/2024,09:00,16160.44,12857.38,8388.27,13342.04,50748.13,N
06/09/2024,10:00,17780.80,14057.56,8609.80,14503.06,54951.23,N
06/09/2024,11:00,19271.78,15349.31,8824.97,15626.12,59072.18,N
06/09/2024,12:00,20723.03,16286.64,9161.98,16554.90,62726.55,N
06/09/2024,13:00,22255.36,17395.76,9318.35,17277.17,66246.64,N
06/09/2024,14:00,23593.24,18439.77,9303.48,17945.26,69281.75,N
06/09/2024,15:00,24649.20,19179.11,9355.16,18375.79,71559.26,N
06/09/2024,16:00,25511.09,19761.55,9381.73,18667.84,73322.21,N
06/09/2024,17:00,26095.69,20236.36,9416.71,18803.19,74551.94,N
06/09/2024,18:00,26325.48,20653.63,9389.81,18586.87,74955.79,N
06/09/2024,19:00,26119.05,20370.57,9057.29,18268.46,73815.38,N
06/09/2024,20:00,24931.92,19792.14,8585.81,17851.99,71161.86,N
06/09/2024,21:00,23471.61,19016.81,8209.20,17421.50,68119.12,N
06/09/2024,22:00,22638.94,18310.54,8278.95,16936.34,66164.78,N
06/09/2024,23:00,21017.46,17397.03,8167.36,16194.79,62776.63,N
06/09/2024,24:00,19288.99,16037.16,8102.17,15225.85,58654.16,N
