OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
10/22/2024,01:00,13458.13,11608.68,8412.22,11181.58,44660.61,N
10/22/2024,02:00,12772.84,11169.18,8377.86,10811.64,43131.52,N
10/22/2024,03:00,12325.36,10778.22,8229.38,10550.01,41882.97,N
10/22/2024,04:00,12198.59,10304.69,8139.16,10441.09,41083.54,N
10/22/2024,05:00,12561.66,10453.70,8260.54,10513.09,41789.00,N
10/22/2024,06:00,12942.66,10688.91,8197.75,10918.61,42747.93,N
10/22/2024,07:00,14243.44,11373.07,8384.60,11455.08,45456.19,N
10/22/2024,08:00,14777.40,11792.91,8444.30,11699.58,46714.20,N
10/22/2024,09:00,15084.34,12032.06,8644.22,11826.00,47586.63,N
10/22/2024,10:00,15801.39,12850.44,9590.05,12427.52,50669.40,N
10/22/2024,11:00,16451.87,13118.24,9403.21,13092.69,52066.01,N
10/22/2024,12:00,17335.07,13715.59,8977.08,13647.38,53675.11,N
10/22/2024,13:00,18405.29,14446.34,8962.94,14173.74,55988.31,N
10/22/2024,14:00,19721.22,15154.97,9098.42,14916.95,58891.56,N
10/22/2024,15:00,20727.91,15689.51,9313.56,15561.06,61292.05,N
10/22/2024,16:00,21640.98,16070.18,9395.65,16056.41,63163.22,N
10/22/2024,17:00,22214.69,16398.10,9323.38,16293.33,64229.51,N
10/22/2024,18:00,22006.91,16526.22,8923.96,15997.56,63454.65,N
10/22/2024,19:00,20902.50,15884.87,8316.18,15351.76,60455.32,N
10/22/2024,20:00,20324.73,15702.40,8118.99,15083.97,59230.09,N
10/22/2024,21:00,19909.21,15305.49,8543.45,14777.03,58535.17,N
10/22/2024,22:00,18938.47,14514.65,8830.62,14153.91,56437.64,N
10/22/2024,23:00,17487.87,13450.43,8818.97,13348.45,53105.72,N
10/22/2024,24:00,16147.17,12543.20,8645.58,12564.13,49900.09,N
