OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
01/14/2024,01:00,22871.56,11950.41,8641.83,10310.86,53774.66,N
01/14/2024,02:00,23224.53,11892.47,8659.88,10162.75,53939.63,N
01/14/2024,03:00,23674.78,11959.03,8645.40,10117.77,54396.98,N
01/14/2024,04:00,24201.87,12283.98,8639.39,10101.90,55227.13,N
01/14/2024,05:00,24744.35,12756.56,8733.09,10229.21,56463.20,N
01/14/2024,06:00,25392.29,13336.71,8736.53,10487.93,57953.45,N
01/14/2024,07:00,26160.54,14079.78,8654.49,10905.98,59800.80,N
01/14/2024,08:00,26927.69,14847.42,8471.94,11335.02,61582.06,N
01/14/2024,09:00,27788.16,15665.84,8449.98,11661.51,63565.49,N
01/14/2024,10:00,28529.74,16120.15,8434.96,11743.65,64828.51,N
01/14/2024,11:00,28745.34,16456.50,8220.92,11679.44,65102.21,N
01/14/2024,12:00,28914.39,16592.51,8035.60,11562.89,65105.40,N
01/14/2024,13:00,29000.10,16519.91,7877.65,11407.54,64805.20,N
01/14/2024,14:00,28963.93,16478.90,8218.02,11202.95,64863.81,N
01/14/2024,15:00,29022.96,16347.51,8353.28,11020.09,64743.83,N
01/14/2024,16:00,28985.22,16571.80,8196.75,11132.17,64885.94,N
01/14/2024,17:00,29129.30,16974.85,8132.27,11399.23,65635.65,N
01/14/2024,18:00,29738.43,17630.01,8099.62,12047.92,67515.97,N
01/14/2024,19:00,30223.20,18341.49,8329.68,12772.06,69666.43,N
01/14/2024,20:00,30470.07,18744.81,8588.94,13126.90,70930.72,N
01/14/2024,21:00,30222.56,18827.47,8590.66,13341.13,70981.82,N
01/14/2024,22:00,29819.77,18916.13,8521.55,13367.03,70624.47,N
01/14/2024,23:00,29169.33,18669.11,8480.06,13202.54,69521.03,N
01/14/2024,24:00,28618.07,18446.61,8278.35,13043.09,68386.13,N
