OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
04/04/2024,01:00,11531.49,9790.97,7720.37,9328.73,38371.55,N
04/04/2024,02:00,11164.43,9299.14,7737.46,8967.66,37168.70,N
04/04/2024,03:00,11024.05,9309.01,7634.37,8745.84,36713.27,N
04/04/2024,04:00,11088.87,9096.77,7669.65,8692.89,36548.18,N
04/04/2024,05:00,11374.93,9092.79,7625.43,8810.90,36904.06,N
04/04/2024,06:00,12169.04,9515.23,7653.82,9252.20,38590.28,N
04/04/2024,07:00,13629.53,10460.66,7784.19,9886.45,41760.83,N
04/04/2024,08:00,14391.58,10929.51,7893.30,10194.65,43409.04,N
04/04/2024,09:00,14330.88,10824.34,7877.00,10348.24,43380.45,N
04/04/2024,10:00,14174.41,10657.84,7903.39,10564.00,43299.63,N
04/04/2024,11:00,13840.80,10805.53,8022.82,10838.84,43507.99,N
04/04/2024,12:00,13868.98,11135.79,7877.50,11078.98,43961.25,N
04/04/2024,13:00,13988.94,11318.36,7861.05,11298.62,44466.97,N
04/04/2024,14:00,14269.73,11825.17,7892.21,11698.26,45685.37,N
04/04/2024,15:00,14664.68,12525.54,7996.93,12174.80,47361.94,N
04/04/2024,16:00,15212.90,13253.31,8127.29,12701.96,49295.47,N
04/04/2024,17:00,15937.27,13907.30,8214.15,13135.38,51194.10,N
04/04/2024,18:00,16603.90,14404.34,8235.64,13372.63,52616.51,N
04/04/2024,19:00,16740.70,14502.64,8215.39,13216.11,52674.84,N
04/04/2024,20:00,16360.90,13997.21,7775.23,12755.81,50889.15,N
04/04/2024,21:00,16233.47,13722.57,7775.71,12442.48,50174.23,N
04/04/2024,22:00,15835.31,13045.09,8070.90,11906.11,48857.42,N
04/04/2024,23:00,14834.16,12080.99,7984.37,11188.45,46087.98,N
04/04/2024,24:00,13620.05,11015.87,7884.10,10422.50,42942.51,N
