OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
07/08/2024,01:00,17970.09,14064.40,8427.12,12327.52,52789.13,N
07/08/2024,02:00,16979.02,13366.80,8453.22,11980.00,50779.03,N
07/08/2024,03:00,16165.45,12805.08,8270.77,11626.86,48868.16,N
07/08/2024,04:00,15695.04,12470.80,8268.36,11167.98,47602.18,N
07/08/2024,05:00,15506.50,12392.74,8208.08,10852.04,46959.36,N
07/08/2024,06:00,15835.18,12542.39,8315.88,9604.03,46297.49,N
07/08/2024,07:00,16395.13,12740.83,8109.82,7872.44,45118.23,N
07/08/2024,08:00,16685.00,12789.82,8363.51,6553.39,44391.72,N
07/08/2024,09:00,17264.86,13195.72,8394.83,5756.60,44612.02,N
07/08/2024,10:00,17778.10,13761.05,8286.80,5086.90,44912.85,N
07/08/2024,11:00,18202.53,14583.79,8303.90,4860.04,45950.27,N
07/08/2024,12:00,18932.60,15409.92,8207.39,4770.73,47320.64,N
07/08/2024,13:00,19900.66,16220.85,8214.49,4877.43,49213.43,N
07/08/2024,14:00,20547.24,17032.60,8494.01,5084.65,51158.50,N
07/08/2024,15:00,20843.47,17941.71,8871.59,5323.62,52980.39,N
07/08/2024,16:00,21143.30,18339.26,9029.29,5725.58,54237.42,N
07/08/2024,17:00,20875.55,18742.23,9032.85,6060.90,54711.53,N
07/08/2024,18:00,20425.28,18806.45,9070.40,6427.10,54729.24,N
07/08/2024,19:00,20263.56,18657.99,9028.11,6783.41,54733.07,N
07/08/2024,20:00,19991.74,18175.76,8960.67,7037.34,54165.52,N
07/08/2024,21:00,19305.15,17490.33,8796.65,7242.89,52835.02,N
07/08/2024,22:00,18937.25,16927.32,8741.14,7277.22,51882.93,N
07/08/2024,23:00,17965.86,15916.48,8646.14,7059.35,49587.82,N
07/08/2024,24:00,16618.54,14818.58,8626.97,6689.60,46753.69,N
