OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
01/08/2024,01:00,14455.91,10213.62,7499.35,10278.76,42447.65,N
01/08/2024,02:00,14180.00,9947.64,7626.93,10099.18,41853.75,N
01/08/2024,03:00,14020.46,9790.36,7701.22,10042.42,41554.45,N
01/08/2024,04:00,14077.55,9763.02,7784.98,10003.09,41628.64,N
01/08/2024,05:00,14410.24,9902.67,7730.19,10135.42,42178.52,N
01/08/2024,06:00,15300.65,10366.05,7714.71,10621.37,44002.79,N
01/08/2024,07:00,16657.31,11132.96,7789.42,11173.80,46753.48,N
01/08/2024,08:00,17298.47,11551.82,7787.26,11439.45,48077.00,N
01/08/2024,09:00,17294.87,11565.29,7850.64,11560.53,48271.33,N
01/08/2024,10:00,17301.54,11576.19,7995.28,11691.41,48564.43,N
01/08/2024,11:00,17260.22,11591.05,8044.13,11776.16,48671.56,N
01/08/2024,12:00,17456.53,11706.24,8033.15,11859.19,49055.11,N
01/08/2024,13:00,17301.17,11930.22,7910.99,11890.87,49033.25,N
01/08/2024,14:00,16977.20,11810.39,7904.32,11952.73,48644.64,N
01/08/2024,15:00,16751.97,11802.77,7887.57,11941.43,48383.74,N
01/08/2024,16:00,16612.71,12038.20,7753.24,11886.19,48290.34,N
01/08/2024,17:00,16889.88,12351.42,7691.48,11680.62,48613.40,N
01/08/2024,18:00,17702.85,12713.44,7828.45,11530.31,49775.04,N
01/08/2024,19:00,18288.11,13234.01,8109.05,11613.11,51244.27,N
01/08/2024,20:00,18316.97,13079.87,8198.95,11563.87,51159.66,N
01/08/2024,21:00,18364.17,12975.22,8319.00,11455.32,51113.72,N
01/08/2024,22:00,18210.05,12555.30,8408.88,11191.49,50365.73,N
01/08/2024,23:00,17748.46,12053.27,8388.11,10787.14,48976.98,N
01/08/2024,24:00,17414.87,11484.33,8353.22,10411.00,47663.42,N
