OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
05/21/2024,01:00,17228.89,14323.76,8569.18,13583.51,53705.34,N
05/21/2024,02:00,16331.65,13634.05,8223.79,13140.04,51329.55,N
05/21/2024,03:00,15621.62,13062.61,8108.73,12844.03,49636.99,N
05/21/2024,04:00,15269.96,12826.81,8018.12,12715.45,48830.35,N
05/21/2024,05:00,15260.94,12773.26,8021.41,12741.13,48796.75,N
05/21/2024,06:00,15840.50,13077.12,8079.07,13129.42,50126.10,N
05/21/2024,07:00,16726.14,13700.17,8102.20,13533.38,52061.88,N
05/21/2024,08:00,17172.58,14027.20,8130.19,13720.24,53050.21,N
05/21/2024,09:00,17777.55,14523.48,8473.16,14197.65,54971.85,N
05/21/2024,10:00,18726.44,15136.47,8533.22,14887.28,57283.41,N
05/21/2024,11:00,19591.56,15929.86,8409.15,15753.90,59684.48,N
05/21/2024,12:00,20002.29,17056.34,8562.56,16526.53,62147.72,N
05/21/2024,13:00,20364.19,17808.98,8740.11,17278.31,64191.58,N
05/21/2024,14:00,21201.80,18542.16,8890.80,17943.56,66578.32,N
05/21/2024,15:00,21794.98,19227.68,9069.12,18305.43,68397.21,N
05/21/2024,16:00,22485.18,20071.28,9274.11,18467.66,70298.23,N
05/21/2024,17:00,22913.57,20503.98,8978.11,18541.08,70936.74,N
05/21/2024,18:00,23041.29,20652.22,8742.74,18351.54,70787.79,N
05/21/2024,19:00,22923.43,20196.45,8708.83,17806.33,69635.05,N
05/21/2024,20:00,22240.70,19430.46,8412.25,17152.94,67236.35,N
05/21/2024,21:00,21627.56,18971.92,8225.83,16762.87,65588.18,N
05/21/2024,22:00,21090.59,18530.28,8081.51,16368.53,64070.90,N
05/21/2024,23:00,19957.26,17274.83,8008.99,15636.55,60877.63,N
05/21/2024,24:00,18662.09,16122.06,8089.57,14904.25,57777.97,N
