OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
04/24/2024,01:00,13141.77,10880.96,7819.46,10579.71,42421.89,N
04/24/2024,02:00,12381.83,10298.69,7641.17,10246.28,40567.96,N
04/24/2024,03:00,11892.23,10037.40,7389.76,10025.16,39344.56,N
04/24/2024,04:00,11794.10,9933.55,7320.25,9900.90,38948.80,N
04/24/2024,05:00,11821.76,9930.30,7279.69,9978.73,39010.49,N
04/24/2024,06:00,12446.23,10359.14,7331.57,10400.88,40537.82,N
04/24/2024,07:00,13425.88,11040.83,6785.39,10975.06,42227.16,N
04/24/2024,08:00,13831.38,11275.48,6548.52,11073.22,42728.60,N
04/24/2024,09:00,14087.40,11474.93,6730.74,11369.69,43662.77,N
04/24/2024,10:00,14744.14,12048.23,7580.60,11904.61,46277.57,N
04/24/2024,11:00,15260.76,12520.46,7860.13,12497.76,48139.11,N
04/24/2024,12:00,15689.10,12987.18,8358.87,12896.77,49931.92,N
04/24/2024,13:00,16320.52,13387.40,8506.49,13337.93,51552.35,N
04/24/2024,14:00,16980.56,13816.79,8535.58,14007.02,53339.94,N
04/24/2024,15:00,17743.17,14191.59,8423.38,14589.24,54947.40,N
04/24/2024,16:00,18198.14,14707.99,8389.78,15099.68,56395.59,N
04/24/2024,17:00,18640.35,15163.10,8461.65,15334.68,57599.78,N
04/24/2024,18:00,19181.93,15462.24,8463.21,15240.96,58348.34,N
04/24/2024,19:00,18992.49,15451.01,8379.81,14765.92,57589.24,N
04/24/2024,20:00,18221.77,14977.80,7830.50,14032.11,55062.17,N
04/24/2024,21:00,18007.24,14717.44,7538.94,13628.37,53892.00,N
04/24/2024,22:00,17706.93,14384.40,8015.21,13253.65,53360.19,N
04/24/2024,23:00,16655.25,13517.24,8129.82,12460.56,50762.87,N
04/24/2024,24:00,15378.62,12456.70,7934.91,11642.55,47412.78,N
