OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
08/22/2024,01:00,20982.98,17235.12,9306.46,16890.26,64414.82,N
08/22/2024,02:00,19720.42,16336.74,9127.37,16326.47,61511.01,N
08/22/2024,03:00,18858.12,15811.81,9026.38,15897.37,59593.68,N
08/22/2024,04:00,18254.52,15148.67,9042.74,15505.04,57950.96,N
08/22/2024,05:00,17952.01,14578.25,9001.18,15367.60,56899.04,N
08/22/2024,06:00,18223.43,14424.80,8807.99,15487.61,56943.84,N
08/22/2024,07:00,18804.53,14838.76,8775.45,15683.92,58102.66,N
08/22/2024,08:00,18864.11,14866.54,8807.15,15662.54,58200.35,N
08/22/2024,09:00,19459.02,15626.18,9356.20,16137.62,60579.02,N
08/22/2024,10:00,20705.96,16667.99,9682.94,17209.33,64266.22,N
08/22/2024,11:00,22131.59,18066.03,9698.84,18132.04,68028.49,N
08/22/2024,12:00,23906.87,19582.15,9725.64,19115.98,72330.64,N
08/22/2024,13:00,25653.06,20899.98,9838.83,20149.04,76540.91,N
08/22/2024,14:00,27457.43,22097.72,10108.82,21094.91,80758.88,N
08/22/2024,15:00,29047.46,23041.13,10128.91,21710.60,83928.10,N
08/22/2024,16:00,29896.20,23379.50,9780.88,21928.76,84985.35,N
08/22/2024,17:00,30301.45,23380.71,9480.59,21807.94,84970.69,N
08/22/2024,18:00,30628.73,23412.42,9442.23,21246.86,84730.24,N
08/22/2024,19:00,30509.30,23478.28,9660.91,20571.80,84220.28,N
08/22/2024,20:00,29676.80,23030.39,9539.25,20049.12,82295.56,N
08/22/2024,21:00,28479.74,22285.00,9431.40,19652.01,79848.15,N
08/22/2024,22:00,27435.82,21324.75,9447.38,18962.30,77170.25,N
08/22/2024,23:00,25813.96,20041.72,9575.95,18002.87,73434.49,N
08/22/2024,24:00,24188.60,18774.98,9397.80,17113.57,69474.95,N
