OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
09/25/2024,01:00,16402.91,13989.62,8028.29,14054.92,52475.74,N
09/25/2024,02:00,15534.76,13222.90,7919.82,13579.07,50256.55,N
09/25/2024,03:00,14913.31,12691.50,7764.00,13118.09,48486.91,N
09/25/2024,04:00,14569.77,12284.37,7649.60,13043.25,47546.99,N
09/25/2024,05:00,14391.63,12185.28,7628.13,13089.90,47294.94,N
09/25/2024,06:00,14837.91,12428.94,7641.49,13214.35,48122.68,N
09/25/2024,07:00,15836.57,13009.78,7872.35,13635.87,50354.58,N
09/25/2024,08:00,16129.57,13195.21,8080.51,13714.02,51119.31,N
09/25/2024,09:00,16351.45,13984.55,8362.69,14456.62,53155.31,N
09/25/2024,10:00,16842.22,14748.53,9178.02,15520.15,56288.92,N
09/25/2024,11:00,17268.25,15800.04,9157.77,16494.07,58720.13,N
09/25/2024,12:00,17605.14,16831.47,8890.44,17005.32,60332.37,N
09/25/2024,13:00,17949.77,17883.80,8796.35,17345.13,61975.04,N
09/25/2024,14:00,18698.83,18746.60,8935.99,18091.86,64473.28,N
09/25/2024,15:00,19404.98,19234.68,9168.40,18695.99,66504.05,N
09/25/2024,16:00,20177.48,19534.99,9133.56,19071.07,67917.10,N
09/25/2024,17:00,20771.69,19723.01,9239.44,19079.85,68813.99,N
09/25/2024,18:00,20968.16,19481.01,9292.07,18784.13,68525.37,N
09/25/2024,19:00,20307.44,18558.62,9189.57,17725.37,65780.99,N
09/25/2024,20:00,19227.34,17672.16,8858.58,17110.11,62868.19,N
09/25/2024,21:00,18662.59,16961.28,8592.20,16601.16,60817.23,N
09/25/2024,22:00,17782.63,16072.90,8394.23,15997.30,58247.06,N
09/25/2024,23:00,16460.04,14844.98,8339.21,15167.49,54811.71,N
09/25/2024,24:00,15097.81,13677.65,8284.43,14315.02,51374.91,N
