OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
05/27/2024,01:00,16878.88,15227.38,7770.70,14617.88,54494.84,N
05/27/2024,02:00,15708.04,14645.38,7635.96,14063.74,52053.12,N
05/27/2024,03:00,14978.83,13899.27,7718.87,13610.70,50207.67,N
05/27/2024,04:00,14487.89,13382.95,7922.00,13341.78,49134.62,N
05/27/2024,05:00,14130.91,13281.76,7952.83,13251.24,48616.74,N
05/27/2024,06:00,14071.36,13274.40,7867.59,13364.74,48578.08,N
05/27/2024,07:00,13959.66,13358.00,7803.54,13414.24,48535.44,N
05/27/2024,08:00,14435.25,13523.59,8173.16,13491.71,49623.71,N
05/27/2024,09:00,15638.26,13913.06,8455.10,14058.90,52065.32,N
05/27/2024,10:00,17492.22,15000.36,8634.68,14998.32,56125.59,N
05/27/2024,11:00,19750.97,16304.30,8734.65,16069.32,60859.25,N
05/27/2024,12:00,21888.96,17570.08,8971.46,17016.55,65447.06,N
05/27/2024,13:00,23314.99,18697.66,9195.58,17804.18,69012.42,N
05/27/2024,14:00,24527.10,19854.14,9487.40,18596.21,72464.84,N
05/27/2024,15:00,25441.84,20672.29,9456.72,19425.72,74996.57,N
05/27/2024,16:00,26167.20,21265.03,9315.17,20032.07,76779.46,N
05/27/2024,17:00,26295.31,21430.12,9192.57,20208.09,77126.09,N
05/27/2024,18:00,25826.08,21251.07,9034.14,20225.81,76337.10,N
05/27/2024,19:00,24896.59,20779.91,9097.82,19770.36,74544.68,N
05/27/2024,20:00,23274.64,19949.47,8941.86,19045.80,71211.77,N
05/27/2024,21:00,21866.93,19490.76,8684.40,18658.29,68700.38,N
05/27/2024,22:00,21056.10,18778.66,8509.66,18143.96,66488.39,N
05/27/2024,23:00,19875.53,17798.58,8509.75,17263.09,63446.95,N
05/27/2024,24:00,18584.95,16596.65,8578.25,16545.94,60305.80,N
