OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
08/24/2024,01:00,20582.69,15419.75,9001.91,15179.94,60184.29,N
08/24/2024,02:00,19559.63,14791.31,8492.32,14429.17,57272.43,N
08/24/2024,03:00,18588.20,14191.79,8607.96,13892.53,55280.48,N
08/24/2024,04:00,17940.25,13790.86,8632.58,13521.94,53885.64,N
08/24/2024,05:00,17699.00,13339.75,8489.79,13289.73,52818.27,N
08/24/2024,06:00,17606.58,13213.29,8523.52,13193.48,52536.88,N
08/24/2024,07:00,17600.17,13186.19,8606.06,13235.49,52627.91,N
08/24/2024,08:00,17669.91,13197.36,8507.87,13359.13,52734.28,N
08/24/2024,09:00,18757.96,14006.48,9062.30,14318.95,56145.68,N
08/24/2024,10:00,20671.30,15196.53,9713.21,15508.60,61089.64,N
08/24/2024,11:00,22359.66,16319.80,9962.17,16465.81,65107.44,N
08/24/2024,12:00,23891.88,17350.10,9898.17,17516.65,68656.80,N
08/24/2024,13:00,25344.56,18615.39,10028.80,18439.46,72428.22,N
08/24/2024,14:00,26688.04,19402.95,10170.47,19109.11,75370.58,N
08/24/2024,15:00,27693.85,20106.80,10191.08,19585.46,77577.20,N
08/24/2024,16:00,28449.87,20643.16,10228.98,19877.59,79199.60,N
08/24/2024,17:00,28963.33,20926.56,10191.46,19949.59,80030.95,N
08/24/2024,18:00,29158.20,20965.32,10226.05,19659.05,80008.62,N
08/24/2024,19:00,28555.04,20614.74,10188.47,19010.74,78368.99,N
08/24/2024,20:00,27187.99,19796.24,9967.31,18262.17,75213.70,N
08/24/2024,21:00,25997.08,19032.50,9904.25,17667.65,72601.47,N
08/24/2024,22:00,24882.36,18280.21,9659.34,16977.83,69799.73,N
08/24/2024,23:00,23418.78,17333.70,9382.53,16174.82,66309.83,N
08/24/2024,24:00,21930.37,16225.64,9117.89,15339.65,62613.55,N
