OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
08/28/2024,01:00,18508.50,13293.02,8477.46,13769.66,54048.63,N
08/28/2024,02:00,17433.79,12711.06,8306.57,13266.60,51718.03,N
08/28/2024,03:00,16648.74,12246.37,8172.68,12996.42,50064.22,N
08/28/2024,04:00,16171.85,12057.66,8086.54,12850.40,49166.44,N
08/28/2024,05:00,16118.24,11980.80,8184.43,12764.21,49047.68,N
08/28/2024,06:00,16517.05,12289.50,8207.29,13109.82,50123.66,N
08/28/2024,07:00,17482.36,12912.28,8396.98,13598.11,52389.73,N
08/28/2024,08:00,17814.97,13201.18,8384.75,13647.26,53048.17,N
08/28/2024,09:00,18689.07,13795.84,9243.12,13642.71,55370.74,N
08/28/2024,10:00,19896.87,14253.91,9623.01,14095.11,57868.89,N
08/28/2024,11:00,21726.85,15038.88,9490.97,15132.52,61389.22,N
08/28/2024,12:00,23300.39,16153.49,9410.14,16354.83,65218.85,N
08/28/2024,13:00,25046.05,17117.14,9600.59,17432.65,69196.43,N
08/28/2024,14:00,26630.00,18046.07,9798.35,18377.81,72852.23,N
08/28/2024,15:00,27674.80,18636.11,9830.56,18958.84,75100.31,N
08/28/2024,16:00,28604.07,19135.74,9877.39,18839.95,76457.15,N
08/28/2024,17:00,29047.08,19394.96,10016.31,18442.06,76900.42,N
08/28/2024,18:00,28814.34,19027.30,9903.53,17824.02,75569.18,N
08/28/2024,19:00,28020.78,18308.12,9689.31,17217.89,73236.11,N
08/28/2024,20:00,26766.04,17148.87,9534.52,16803.27,70252.70,N
08/28/2024,21:00,25785.03,16499.51,9516.71,16578.48,68379.73,N
08/28/2024,22:00,24491.47,15731.80,9357.06,15990.63,65570.95,N
08/28/2024,23:00,22809.59,14998.89,9135.31,15182.73,62126.51,N
08/28/2024,24:00,20959.31,13720.11,8940.98,14353.80,57974.20,N
