OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
07/06/2024,01:00,15655.54,15200.70,8419.43,15521.45,54797.12,N
07/06/2024,02:00,14783.52,14299.25,8270.23,14781.16,52134.15,N
07/06/2024,03:00,14276.90,13625.01,8297.09,14200.82,50399.81,N
07/06/2024,04:00,13798.66,12979.84,8195.82,13793.46,48767.78,N
07/06/2024,05:00,13607.94,12616.73,8108.04,13547.40,47880.11,N
07/06/2024,06:00,13519.66,12351.61,8066.58,13421.19,47359.05,N
07/06/2024,07:00,13581.71,12047.69,8032.01,13282.77,46944.19,N
07/06/2024,08:00,14094.44,12154.75,8118.34,13443.76,47811.29,N
07/06/2024,09:00,15392.97,13069.27,8692.82,14478.71,51633.76,N
07/06/2024,10:00,16845.73,14197.95,8866.87,15555.87,55466.43,N
07/06/2024,11:00,18673.08,15607.59,9050.87,16855.56,60187.09,N
07/06/2024,12:00,20508.94,16686.61,9049.54,18072.68,64317.77,N
07/06/2024,13:00,22348.94,17852.07,9179.55,18937.25,68317.81,N
07/06/2024,14:00,23905.00,19047.65,9433.52,18730.34,71116.50,N
07/06/2024,15:00,24946.73,19453.04,9558.56,17324.49,71282.82,N
07/06/2024,16:00,25774.60,19571.93,9684.12,16080.60,71111.25,N
07/06/2024,17:00,26286.22,19281.25,9770.57,15312.39,70650.43,N
07/06/2024,18:00,26397.09,18903.93,9793.28,14833.41,69927.72,N
07/06/2024,19:00,25976.63,18611.75,9586.73,14549.05,68724.16,N
07/06/2024,20:00,24905.70,17286.95,9222.02,14292.04,65706.70,N
07/06/2024,21:00,23717.50,16494.50,8923.10,14243.23,63378.32,N
07/06/2024,22:00,22825.33,15965.76,8875.14,14190.21,61856.44,N
07/06/2024,23:00,21711.08,15314.72,8877.97,13817.48,59721.26,N
07/06/2024,24:00,20385.69,14466.81,8806.66,13383.72,57042.88,N
