OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
02/26/2024,01:00,11633.13,9831.67,7641.08,9822.13,38928.01,N
02/26/2024,02:00,11028.11,9267.17,7513.21,9552.75,37361.24,N
02/26/2024,03:00,10734.95,9095.48,7608.31,9389.32,36828.06,N
02/26/2024,04:00,10725.11,8985.89,7591.78,9414.19,36716.97,N
02/26/2024,05:00,10955.51,9032.75,7631.61,9569.33,37189.20,N
02/26/2024,06:00,11755.62,9445.27,7553.33,10072.39,38826.61,N
02/26/2024,07:00,13076.64,10258.36,7605.94,10709.30,41650.24,N
02/26/2024,08:00,13709.80,10600.38,7719.53,11003.89,43033.60,N
02/26/2024,09:00,14025.96,10837.04,7875.14,11304.62,44042.76,N
02/26/2024,10:00,14255.47,10901.42,7814.46,11623.65,44594.99,N
02/26/2024,11:00,14681.76,11227.40,7805.68,11850.17,45565.02,N
02/26/2024,12:00,15373.72,11553.17,7775.73,12046.48,46749.11,N
02/26/2024,13:00,16097.39,12178.91,7838.96,12279.57,48394.84,N
02/26/2024,14:00,16835.33,12768.10,7932.50,12638.83,50174.77,N
02/26/2024,15:00,17534.52,13333.26,8040.96,13071.19,51979.93,N
02/26/2024,16:00,18121.31,13797.92,8171.82,13353.48,53444.54,N
02/26/2024,17:00,18512.89,14039.54,8102.68,13324.80,53979.90,N
02/26/2024,18:00,18459.85,14093.39,8157.50,13115.77,53826.52,N
02/26/2024,19:00,18296.33,13975.51,8256.56,12901.24,53429.65,N
02/26/2024,20:00,18196.94,13875.98,8313.99,12752.11,53139.01,N
02/26/2024,21:00,17654.22,13438.70,8104.31,12495.12,51692.35,N
02/26/2024,22:00,16841.37,12848.65,8031.89,12133.91,49855.82,N
02/26/2024,23:00,15662.63,12003.13,7883.93,11570.14,47119.84,N
02/26/2024,24:00,14341.62,11137.49,7719.76,10901.10,44099.97,N
