OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
06/19/2024,01:00,18597.08,14032.89,8762.63,14197.09,55589.69,N
06/19/2024,02:00,17322.11,13330.59,8598.71,13720.47,52971.88,N
06/19/2024,03:00,16287.64,12695.42,8412.43,13350.66,50746.14,N
06/19/2024,04:00,15615.94,12458.29,8345.13,13162.07,49581.43,N
06/19/2024,05:00,15207.46,12243.31,8227.54,13110.56,48788.86,N
06/19/2024,06:00,15477.68,12227.80,8201.18,13365.84,49272.50,N
06/19/2024,07:00,15727.15,12495.92,8241.25,13603.81,50068.12,N
06/19/2024,08:00,16327.96,12839.21,8331.94,13777.22,51276.34,N
06/19/2024,09:00,17325.22,13395.42,8594.22,14049.35,53364.20,N
06/19/2024,10:00,18278.83,13839.41,8490.46,14428.77,55037.48,N
06/19/2024,11:00,19282.03,14231.04,8566.94,14736.06,56816.06,N
06/19/2024,12:00,20215.88,14698.95,8703.00,14996.93,58614.76,N
06/19/2024,13:00,21149.82,14959.86,8827.35,15173.09,60110.12,N
06/19/2024,14:00,22013.29,15044.53,8944.42,15372.94,61375.17,N
06/19/2024,15:00,22653.31,14956.14,9014.45,15598.74,62222.63,N
06/19/2024,16:00,22971.57,14814.87,9053.11,16010.90,62850.45,N
06/19/2024,17:00,22963.61,14744.51,9093.97,15949.25,62751.33,N
06/19/2024,18:00,22493.40,14582.23,9173.28,15579.63,61828.53,N
06/19/2024,19:00,21915.42,14497.30,9050.28,15328.82,60791.82,N
06/19/2024,20:00,21427.44,14460.49,8924.41,15212.31,60024.65,N
06/19/2024,21:00,20743.05,14266.31,8779.35,15296.58,59085.29,N
06/19/2024,22:00,20432.39,14179.70,8784.70,15275.70,58672.48,N
06/19/2024,23:00,19420.44,13601.31,8677.70,14865.51,56564.96,N
06/19/2024,24:00,18159.81,12991.99,8535.62,14261.84,53949.25,N
