OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
11/25/2024,01:00,12918.68,10550.08,8179.22,10483.98,42131.97,N
11/25/2024,02:00,12371.28,10088.21,8046.28,10298.98,40804.75,N
11/25/2024,03:00,12064.86,9636.67,8041.98,10204.25,39947.76,N
11/25/2024,04:00,12050.95,9472.94,7861.75,10063.30,39448.94,N
11/25/2024,05:00,12236.06,9539.10,7929.10,10168.54,39872.80,N
11/25/2024,06:00,12785.34,9829.87,8157.97,10481.44,41254.62,N
11/25/2024,07:00,13609.55,10288.71,8245.33,10896.52,43040.11,N
11/25/2024,08:00,14114.14,10592.94,8108.41,11154.86,43970.34,N
11/25/2024,09:00,15000.36,11358.54,8825.12,11885.51,47069.52,N
11/25/2024,10:00,15377.57,11841.29,9240.63,12571.54,49031.02,N
11/25/2024,11:00,15707.30,12439.13,9055.01,13158.36,50359.79,N
11/25/2024,12:00,15926.92,12938.58,8990.18,13707.29,51562.97,N
11/25/2024,13:00,16216.50,13512.95,8627.40,14229.31,52586.16,N
11/25/2024,14:00,16227.30,14091.91,8679.53,14681.25,53679.99,N
11/25/2024,15:00,16054.31,14361.06,8726.31,15027.42,54169.10,N
11/25/2024,16:00,16102.40,14506.60,8919.26,15030.13,54558.39,N
11/25/2024,17:00,15893.00,14198.29,8913.10,14783.37,53787.76,N
11/25/2024,18:00,16371.30,13684.16,8798.58,14422.87,53276.91,N
11/25/2024,19:00,16815.08,13565.91,8945.23,13986.64,53312.87,N
11/25/2024,20:00,16650.07,12994.82,9067.27,13300.49,52012.65,N
11/25/2024,21:00,16503.52,12497.32,9162.72,12597.83,50761.39,N
11/25/2024,22:00,16070.80,12035.80,9087.90,11838.09,49032.60,N
11/25/2024,23:00,15364.69,11517.09,9009.42,11075.28,46966.47,N
11/25/2024,24:00,14586.82,10742.53,8907.70,10464.78,44701.83,N
