OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
03/05/2024,01:00,12385.55,10306.76,7503.42,10704.40,40900.13,N
03/05/2024,02:00,11674.70,9659.65,7252.64,10371.87,38958.86,N
03/05/2024,03:00,11352.87,9496.74,7074.90,10154.28,38078.79,N
03/05/2024,04:00,11149.97,9285.35,7361.18,10050.06,37846.57,N
03/05/2024,05:00,11278.35,9358.94,7505.51,10163.62,38306.41,N
03/05/2024,06:00,11930.75,9752.58,7621.25,10672.99,39977.57,N
03/05/2024,07:00,13096.96,10504.07,7677.09,11232.91,42511.02,N
03/05/2024,08:00,13686.53,10794.24,7723.41,11460.84,43665.02,N
03/05/2024,09:00,13964.57,10908.71,8096.32,11781.86,44751.47,N
03/05/2024,10:00,14233.30,11228.22,7926.75,12209.34,45597.61,N
03/05/2024,11:00,14650.24,11678.53,7730.50,12734.40,46793.67,N
03/05/2024,12:00,15167.25,12288.34,7603.15,13311.98,48370.73,N
03/05/2024,13:00,15600.28,13048.52,7601.50,13954.43,50204.73,N
03/05/2024,14:00,16211.92,13884.71,7678.04,14557.50,52332.18,N
03/05/2024,15:00,16657.07,14549.86,7804.81,15053.12,54064.87,N
03/05/2024,16:00,16916.55,14942.94,7774.21,15230.00,54863.70,N
03/05/2024,17:00,17110.08,15266.82,7913.50,15029.11,55319.51,N
03/05/2024,18:00,16949.97,15098.06,7925.85,14389.35,54363.24,N
03/05/2024,19:00,16580.78,14589.94,7361.72,13702.75,52235.19,N
03/05/2024,20:00,16447.02,14182.79,7554.88,13368.84,51553.52,N
03/05/2024,21:00,15818.41,13463.35,7421.51,12893.45,49596.72,N
03/05/2024,22:00,15042.92,12692.57,7478.15,12317.84,47531.48,N
03/05/2024,23:00,13840.15,11683.52,7350.21,11640.67,44514.55,N
03/05/2024,24:00,12655.66,10686.70,7419.11,10888.59,41650.06,N
