OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
12/11/2024,01:00,17642.46,12176.23,9109.77,11195.10,50123.56,N
12/11/2024,02:00,17587.93,12118.24,9009.88,11299.47,50015.51,N
12/11/2024,03:00,17980.98,12340.74,9033.92,11147.13,50502.78,N
12/11/2024,04:00,18335.51,12548.43,9130.63,11204.80,51219.36,N
12/11/2024,05:00,18520.56,13019.40,9039.04,11501.33,52080.34,N
12/11/2024,06:00,19745.25,13786.78,8964.89,12090.32,54587.24,N
12/11/2024,07:00,21331.61,15003.97,9235.58,12913.39,58484.55,N
12/11/2024,08:00,22054.08,15474.23,9696.30,13220.50,60445.12,N
12/11/2024,09:00,21352.18,15074.61,9734.11,13096.30,59257.20,N
12/11/2024,10:00,20076.60,14114.05,9832.86,12908.37,56931.88,N
12/11/2024,11:00,18634.77,13039.95,9727.25,12533.84,53935.81,N
12/11/2024,12:00,17435.88,12274.31,9457.00,12362.15,51529.34,N
12/11/2024,13:00,16844.64,11814.85,9382.27,12139.96,50181.72,N
12/11/2024,14:00,16212.05,11546.51,9211.61,11951.05,48921.22,N
12/11/2024,15:00,15789.26,11295.12,8916.18,11957.98,47958.53,N
12/11/2024,16:00,15528.94,11284.58,8787.81,11685.25,47286.58,N
12/11/2024,17:00,15871.38,11375.41,8711.51,11745.22,47703.52,N
12/11/2024,18:00,16827.55,11882.87,8826.88,12193.45,49730.74,N
12/11/2024,19:00,17967.91,12870.09,9098.25,12558.16,52494.41,N
12/11/2024,20:00,18433.61,13020.83,9167.24,12613.21,53234.91,N
12/11/2024,21:00,18765.04,13308.42,9183.05,12560.23,53816.74,N
12/11/2024,22:00,18571.72,13346.99,9205.51,12410.49,53534.71,N
12/11/2024,23:00,17904.64,12891.79,9149.57,11970.79,51916.79,N
12/11/2024,24:00,17136.85,12554.44,9108.87,11615.06,50415.22,N
