OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
03/15/2024,01:00,13342.34,11365.51,7914.48,11425.22,44047.55,N
03/15/2024,02:00,12800.75,10824.70,7874.56,11021.83,42521.83,N
03/15/2024,03:00,12255.19,10570.68,7741.49,10778.32,41345.68,N
03/15/2024,04:00,11905.45,10255.18,7764.89,10618.69,40544.21,N
03/15/2024,05:00,11852.00,10259.71,7708.62,10626.48,40446.81,N
03/15/2024,06:00,12116.77,10410.77,7708.22,10932.84,41168.59,N
03/15/2024,07:00,12814.28,10865.90,7831.92,11284.57,42796.67,N
03/15/2024,08:00,13428.18,11312.13,7863.47,11563.70,44167.47,N
03/15/2024,09:00,13773.19,11602.56,7920.78,11754.31,45050.85,N
03/15/2024,10:00,14157.45,11979.70,7999.05,12107.58,46243.79,N
03/15/2024,11:00,14494.20,12365.74,7977.47,12501.52,47338.93,N
03/15/2024,12:00,14621.69,12815.63,7994.10,12783.16,48214.58,N
03/15/2024,13:00,14852.64,13088.65,8120.91,13084.41,49146.61,N
03/15/2024,14:00,14940.81,13190.64,8164.22,13602.47,49898.14,N
03/15/2024,15:00,14536.58,13425.83,8211.52,13922.52,50096.45,N
03/15/2024,16:00,14200.76,13327.45,8171.87,13909.27,49609.36,N
03/15/2024,17:00,14175.28,13186.52,8135.09,13306.94,48803.82,N
03/15/2024,18:00,14076.76,13168.71,8125.22,12662.68,48033.36,N
03/15/2024,19:00,13897.34,12949.91,8141.25,12027.97,47016.48,N
03/15/2024,20:00,13873.90,12559.54,8225.36,11678.84,46337.64,N
03/15/2024,21:00,13949.29,12577.20,8304.99,11671.21,46502.69,N
03/15/2024,22:00,13654.07,12316.47,8254.93,11448.22,45673.69,N
03/15/2024,23:00,13093.73,11950.11,8215.77,11028.27,44287.88,N
03/15/2024,24:00,12339.79,11293.05,8095.41,10573.95,42302.21,N
