OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
12/04/2024,01:00,14226.80,10348.59,8920.44,10266.31,43762.14,N
12/04/2024,02:00,13784.63,10122.12,8777.42,10112.01,42796.18,N
12/04/2024,03:00,13493.75,9641.03,8809.60,9865.46,41809.85,N
12/04/2024,04:00,13433.87,9599.07,8808.51,9834.35,41675.80,N
12/04/2024,05:00,13619.40,9805.09,8773.44,9995.22,42193.16,N
12/04/2024,06:00,14460.20,10186.15,8819.83,10464.33,43930.50,N
12/04/2024,07:00,15747.72,11048.55,8974.51,11158.98,46929.76,N
12/04/2024,08:00,16289.73,11464.58,8471.78,11415.86,47641.95,N
12/04/2024,09:00,16469.07,11498.86,8768.52,11534.32,48270.77,N
12/04/2024,10:00,16648.22,11567.20,9272.74,11787.57,49275.72,N
12/04/2024,11:00,16812.68,11749.19,9038.16,11986.14,49586.16,N
12/04/2024,12:00,16842.11,11610.01,9215.75,12139.69,49807.56,N
12/04/2024,13:00,16890.30,11667.16,9357.71,12228.03,50143.20,N
12/04/2024,14:00,16786.76,11626.34,9496.66,12202.46,50112.22,N
12/04/2024,15:00,16826.17,11530.88,9386.49,12301.36,50044.90,N
12/04/2024,16:00,16663.23,11501.95,8927.84,12374.54,49467.55,N
12/04/2024,17:00,16589.81,11618.84,8890.72,12438.63,49538.00,N
12/04/2024,18:00,17181.47,12122.85,8638.57,12613.43,50556.32,N
12/04/2024,19:00,17449.38,12478.12,8690.92,12569.02,51187.44,N
12/04/2024,20:00,17186.55,12453.99,8461.20,12337.07,50438.81,N
12/04/2024,21:00,16910.69,12240.27,8415.96,12144.98,49711.90,N
12/04/2024,22:00,16579.07,11892.96,8754.51,11832.57,49059.12,N
12/04/2024,23:00,15497.52,11052.32,8818.11,11299.88,46667.84,N
12/04/2024,24:00,14531.75,10491.56,8733.49,10734.59,44491.39,N
