OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
11/30/2024,01:00,15786.62,10750.86,8877.61,10384.87,45799.96,N
11/30/2024,02:00,15501.61,10548.20,8979.84,10180.67,45210.32,N
11/30/2024,03:00,15490.89,10473.77,9051.70,9989.64,45006.00,N
11/30/2024,04:00,15412.23,10350.61,9078.10,9958.18,44799.12,N
11/30/2024,05:00,15531.00,10259.58,8993.00,10018.48,44802.05,N
11/30/2024,06:00,15935.86,10426.50,8822.60,10191.19,45376.16,N
11/30/2024,07:00,16628.08,10740.22,8869.70,10469.72,46707.71,N
11/30/2024,08:00,17195.80,11085.50,8937.51,10677.40,47896.21,N
11/30/2024,09:00,17479.68,11421.18,9025.75,10992.78,48919.39,N
11/30/2024,10:00,17423.72,11695.53,9267.01,11219.40,49605.65,N
11/30/2024,11:00,16708.36,11383.41,9349.45,11213.48,48654.71,N
11/30/2024,12:00,15856.05,11093.46,9139.89,11080.02,47169.41,N
11/30/2024,13:00,15153.29,10799.93,8976.76,10970.62,45900.60,N
11/30/2024,14:00,14504.92,10810.08,8955.99,10849.34,45120.33,N
11/30/2024,15:00,14113.30,10607.56,8867.00,10811.74,44399.60,N
11/30/2024,16:00,14063.02,10721.27,8925.01,10774.49,44483.79,N
11/30/2024,17:00,14361.06,10893.59,8927.25,10853.59,45035.48,N
11/30/2024,18:00,15175.27,11326.15,8869.11,11220.02,46590.55,N
11/30/2024,19:00,15680.29,11526.15,8657.22,11324.95,47188.60,N
11/30/2024,20:00,15719.19,11333.59,8596.19,11198.58,46847.55,N
11/30/2024,21:00,15959.17,11299.34,8819.37,11108.37,47186.26,N
11/30/2024,22:00,16035.55,11198.47,9068.78,11069.67,47372.47,N
11/30/2024,23:00,15814.12,10862.46,9049.25,10715.17,46441.01,N
11/30/2024,24:00,15429.61,10649.39,9212.75,10489.35,45781.10,N
