OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
12/17/2024,01:00,12547.56,10734.55,8518.65,11149.19,42949.95,N
12/17/2024,02:00,12025.04,10293.93,8451.71,10758.03,41528.71,N
12/17/2024,03:00,11977.90,9995.38,8295.52,10504.15,40772.95,N
12/17/2024,04:00,11790.74,9978.00,8140.89,10518.15,40427.79,N
12/17/2024,05:00,11969.13,9855.02,8169.13,10554.16,40547.44,N
12/17/2024,06:00,12600.21,10221.30,8409.40,10956.68,42187.59,N
12/17/2024,07:00,13940.27,10997.56,8685.67,11594.33,45217.83,N
12/17/2024,08:00,14734.34,11375.75,9025.29,11864.45,46999.83,N
12/17/2024,09:00,14886.66,11541.93,9168.61,12053.23,47650.43,N
12/17/2024,10:00,15101.81,12036.00,9756.96,12446.83,49341.60,N
12/17/2024,11:00,15151.93,12295.42,9524.52,12734.00,49705.88,N
12/17/2024,12:00,15153.47,12479.92,9375.15,13180.60,50189.14,N
12/17/2024,13:00,15416.42,12714.91,9148.69,13635.80,50915.83,N
12/17/2024,14:00,15776.81,13111.19,9369.22,14024.50,52281.72,N
12/17/2024,15:00,15840.91,13245.96,9260.04,13997.96,52344.87,N
12/17/2024,16:00,15956.25,13467.63,9174.95,13904.79,52503.62,N
12/17/2024,17:00,16079.08,13564.11,9099.07,13703.13,52445.39,N
12/17/2024,18:00,16443.90,13634.08,8734.23,13702.33,52514.55,N
12/17/2024,19:00,16668.91,13801.50,8782.27,13681.19,52933.86,N
12/17/2024,20:00,16436.87,13486.43,8688.81,13421.67,52033.78,N
12/17/2024,21:00,16256.38,13186.55,9467.40,13164.50,52074.83,N
12/17/2024,22:00,15831.47,12825.75,9302.78,12766.05,50726.06,N
12/17/2024,23:00,14826.76,12114.94,8804.77,12133.68,47880.15,N
12/17/2024,24:00,13872.09,11368.98,8755.16,11477.41,45473.65,N
