OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
12/25/2024,01:00,12237.46,9945.61,8484.84,10271.44,40939.35,N
12/25/2024,02:00,11895.53,9671.14,8436.03,9991.80,39994.50,N
12/25/2024,03:00,11628.43,9430.37,8472.57,9684.52,39215.89,N
12/25/2024,04:00,11488.51,9114.13,8399.70,9475.54,38477.88,N
12/25/2024,05:00,11534.98,9027.12,8488.57,9360.46,38411.14,N
12/25/2024,06:00,11861.61,9047.87,8434.27,9388.54,38732.30,N
12/25/2024,07:00,12259.74,9267.35,8451.10,9550.08,39528.26,N
12/25/2024,08:00,12748.78,9509.35,8415.60,9710.67,40384.40,N
12/25/2024,09:00,13479.46,9906.56,8746.02,9971.00,42103.03,N
12/25/2024,10:00,14097.14,10343.77,9201.16,10289.34,43931.41,N
12/25/2024,11:00,14689.72,10724.36,9340.26,10555.80,45310.13,N
12/25/2024,12:00,14463.38,10930.80,8660.79,10800.69,44855.66,N
12/25/2024,13:00,14452.07,11179.00,8880.33,10918.36,45429.77,N
12/25/2024,14:00,14184.14,11165.53,9222.35,10947.54,45519.56,N
12/25/2024,15:00,13969.30,11217.72,9388.32,10989.24,45564.57,N
12/25/2024,16:00,13951.06,11294.98,9292.97,11169.63,45708.63,N
12/25/2024,17:00,13906.50,11163.54,8842.00,10902.75,44814.80,N
12/25/2024,18:00,14075.30,11134.42,8796.23,11096.55,45102.50,N
12/25/2024,19:00,14247.92,11297.83,8837.06,11207.94,45590.75,N
12/25/2024,20:00,14109.48,11129.24,8832.89,11113.74,45185.34,N
12/25/2024,21:00,13948.31,10967.04,8847.39,11006.55,44769.30,N
12/25/2024,22:00,13657.13,10903.81,8931.24,10853.50,44345.66,N
12/25/2024,23:00,13428.48,10635.86,8996.67,10582.34,43643.35,N
12/25/2024,24:00,12662.46,10198.50,8887.71,10310.52,42059.17,N
