OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
09/20/2024,01:00,19654.85,14959.43,8719.51,14524.62,57858.41,N
09/20/2024,02:00,18305.23,14213.12,8559.38,13804.72,54882.44,N
09/20/2024,03:00,17445.84,13695.70,8478.97,13365.39,52985.90,N
09/20/2024,04:00,16756.09,13399.43,8377.64,13132.87,51666.04,N
09/20/2024,05:00,16570.65,13265.62,8340.78,13028.96,51206.02,N
09/20/2024,06:00,16925.94,13484.48,8406.09,13296.02,52112.53,N
09/20/2024,07:00,17657.56,14000.22,8456.31,13674.21,53788.29,N
09/20/2024,08:00,17873.43,14112.05,8536.32,13661.17,54182.97,N
09/20/2024,09:00,18681.41,14528.75,8726.15,14278.10,56214.41,N
09/20/2024,10:00,20368.07,15394.13,9012.64,15626.08,60400.92,N
09/20/2024,11:00,22337.01,16360.55,9404.39,16729.55,64831.50,N
09/20/2024,12:00,24040.13,17407.44,9529.97,17628.35,68605.90,N
09/20/2024,13:00,25758.01,18405.40,9789.11,18612.09,72564.62,N
09/20/2024,14:00,27424.96,19331.67,9696.08,19434.17,75886.89,N
09/20/2024,15:00,28418.44,19861.63,9332.02,19948.83,77560.92,N
09/20/2024,16:00,28683.03,19972.06,9093.70,20070.16,77818.95,N
09/20/2024,17:00,28881.85,19971.51,8813.73,19998.93,77666.02,N
09/20/2024,18:00,28668.88,19940.83,8751.57,19718.54,77079.83,N
09/20/2024,19:00,27740.72,19937.78,8776.60,19010.26,75465.36,N
09/20/2024,20:00,26049.97,18984.22,8685.46,18251.76,71971.40,N
09/20/2024,21:00,24963.37,18387.08,8992.59,17625.19,69968.24,N
09/20/2024,22:00,24083.53,17659.80,9318.80,16907.00,67969.13,N
09/20/2024,23:00,22454.29,16655.89,9080.81,16105.07,64296.06,N
09/20/2024,24:00,20885.30,15805.76,8749.02,15298.03,60738.11,N
