OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
08/14/2024,01:00,22118.31,15922.27,9129.32,15481.63,62651.54,N
08/14/2024,02:00,20876.42,15167.48,8937.30,14781.65,59762.85,N
08/14/2024,03:00,20053.02,14573.74,8855.58,14336.00,57818.34,N
08/14/2024,04:00,19389.40,14128.50,8762.94,14087.57,56368.41,N
08/14/2024,05:00,19029.31,13866.71,8718.22,14022.63,55636.88,N
08/14/2024,06:00,19347.57,13824.37,8876.86,14244.97,56293.77,N
08/14/2024,07:00,19925.96,14276.86,8950.71,14581.06,57734.59,N
08/14/2024,08:00,19892.68,14343.84,8791.00,14732.20,57759.71,N
08/14/2024,09:00,21068.88,14950.61,8973.61,15740.78,60733.89,N
08/14/2024,10:00,22711.12,15866.40,9421.06,16896.54,64895.12,N
08/14/2024,11:00,24391.63,16917.29,9566.75,17899.45,68775.12,N
08/14/2024,12:00,26024.74,18013.23,9485.63,18994.54,72518.14,N
08/14/2024,13:00,27673.14,19107.92,9622.88,20032.53,76436.46,N
08/14/2024,14:00,29056.06,20088.25,9898.35,20808.69,79851.36,N
08/14/2024,15:00,30156.36,20902.33,10001.52,21263.76,82323.97,N
08/14/2024,16:00,30532.87,21384.30,9673.57,21434.99,83025.73,N
08/14/2024,17:00,30686.22,21579.21,9443.36,21260.89,82969.68,N
08/14/2024,18:00,30815.96,21708.15,9309.24,20783.18,82616.52,N
08/14/2024,19:00,30561.25,21574.54,9215.09,19972.57,81323.45,N
08/14/2024,20:00,29394.70,20854.27,9102.53,19033.25,78384.74,N
08/14/2024,21:00,28300.10,20240.06,9146.68,18607.10,76293.93,N
08/14/2024,22:00,27239.86,19560.33,9502.79,18112.58,74415.57,N
08/14/2024,23:00,25383.74,18301.90,9255.26,17264.28,70205.18,N
08/14/2024,24:00,23521.72,16998.16,9047.41,16389.22,65956.51,N
