OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
05/06/2024,01:00,14140.71,11645.55,7741.04,11455.64,44982.95,N
05/06/2024,02:00,13394.77,11138.90,7618.01,11135.36,43287.06,N
05/06/2024,03:00,12865.87,10856.72,7671.71,10943.80,42338.10,N
05/06/2024,04:00,12655.93,10825.72,7475.78,10966.84,41924.26,N
05/06/2024,05:00,12836.95,11017.21,7396.89,11142.54,42393.59,N
05/06/2024,06:00,13570.17,11482.85,7485.19,11665.89,44204.10,N
05/06/2024,07:00,14776.15,12259.76,7676.39,12281.71,46994.01,N
05/06/2024,08:00,15463.76,12613.72,7726.62,12566.65,48370.76,N
05/06/2024,09:00,15820.71,12979.74,7807.13,13018.47,49626.04,N
05/06/2024,10:00,16430.15,13468.75,7984.43,13649.56,51532.89,N
05/06/2024,11:00,17079.16,13868.86,8140.38,14340.74,53429.14,N
05/06/2024,12:00,17712.43,14327.29,8297.36,15095.48,55432.56,N
05/06/2024,13:00,18341.05,14850.76,8336.80,15640.36,57168.97,N
05/06/2024,14:00,19059.66,15593.63,8330.53,16151.89,59135.71,N
05/06/2024,15:00,19786.80,16175.65,8471.12,16437.56,60871.14,N
05/06/2024,16:00,20152.50,16503.16,8553.98,16608.33,61817.97,N
05/06/2024,17:00,20391.18,17095.93,8639.75,16746.83,62873.68,N
05/06/2024,18:00,20403.63,17168.26,8527.55,16570.25,62669.69,N
05/06/2024,19:00,20235.43,16872.29,8498.56,16128.50,61734.77,N
05/06/2024,20:00,20070.99,16424.81,8461.07,15637.74,60594.61,N
05/06/2024,21:00,19975.92,16079.06,8372.25,15513.12,59940.35,N
05/06/2024,22:00,19483.84,15656.83,8227.61,15192.71,58560.98,N
05/06/2024,23:00,18094.20,14571.60,7790.80,14581.04,55037.64,N
05/06/2024,24:00,16605.46,13422.66,7736.26,13820.28,51584.65,N
