OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
12/05/2024,01:00,13793.59,10180.62,8592.41,10324.20,42890.82,N
12/05/2024,02:00,13467.57,9861.08,8672.19,10072.89,42073.73,N
12/05/2024,03:00,13341.33,9655.15,8610.91,9876.29,41483.68,N
12/05/2024,04:00,13519.68,9605.16,8802.10,9723.30,41650.24,N
12/05/2024,05:00,13745.40,9565.24,8804.27,9792.82,41907.73,N
12/05/2024,06:00,14553.19,10079.40,8802.25,10310.01,43744.86,N
12/05/2024,07:00,16136.63,10932.74,8886.56,10894.18,46850.11,N
12/05/2024,08:00,16866.84,11361.13,9013.87,11189.80,48431.64,N
12/05/2024,09:00,17068.14,11408.03,9164.63,11467.28,49108.08,N
12/05/2024,10:00,16902.47,11705.52,9490.62,11703.27,49801.88,N
12/05/2024,11:00,16515.00,11741.94,9868.45,11843.89,49969.29,N
12/05/2024,12:00,16144.37,11905.92,9328.57,11966.11,49344.97,N
12/05/2024,13:00,15679.16,11785.50,8835.54,12073.35,48373.54,N
12/05/2024,14:00,15510.24,11682.49,8690.15,11878.16,47761.04,N
12/05/2024,15:00,15473.33,11641.87,8688.44,11722.36,47526.00,N
12/05/2024,16:00,15543.70,11632.36,8739.69,11654.09,47569.84,N
12/05/2024,17:00,15956.51,11740.26,8781.15,11581.63,48059.55,N
12/05/2024,18:00,17172.10,12207.70,8949.35,11871.13,50200.28,N
12/05/2024,19:00,17893.24,12478.66,9148.32,12095.91,51616.12,N
12/05/2024,20:00,18106.22,12518.46,9179.98,11895.95,51700.61,N
12/05/2024,21:00,18297.73,12394.16,9303.04,11753.05,51747.99,N
12/05/2024,22:00,18078.73,12037.80,9250.80,11491.49,50858.83,N
12/05/2024,23:00,17470.53,11559.76,9183.77,11128.10,49342.17,N
12/05/2024,24:00,16809.28,10924.45,8979.72,10599.26,47312.72,N
