OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
11/14/2024,01:00,12311.02,10148.07,8476.35,10635.47,41570.91,N
11/14/2024,02:00,11937.97,9724.04,8393.87,10272.89,40328.76,N
11/14/2024,03:00,11732.98,9504.01,8364.15,10082.85,39683.98,N
11/14/2024,04:00,11776.24,9487.80,8425.53,9927.05,39616.61,N
11/14/2024,05:00,12190.50,9617.32,8631.59,9980.76,40420.18,N
11/14/2024,06:00,12687.33,9799.28,8366.15,10333.55,41186.31,N
11/14/2024,07:00,14014.46,10465.38,8519.33,10863.10,43862.27,N
11/14/2024,08:00,14589.45,10698.57,8622.28,11093.84,45004.14,N
11/14/2024,09:00,14903.02,10697.08,8924.37,11371.07,45895.55,N
11/14/2024,10:00,15051.67,10790.65,9176.94,11858.85,46878.11,N
11/14/2024,11:00,14665.26,10874.65,9132.39,11875.61,46547.91,N
11/14/2024,12:00,14626.35,11100.55,8696.73,11954.07,46377.70,N
11/14/2024,13:00,14784.78,11427.05,8462.33,12172.30,46846.46,N
11/14/2024,14:00,15007.05,11909.79,8465.62,12484.76,47867.22,N
11/14/2024,15:00,15280.77,12398.80,8517.45,12770.86,48967.87,N
11/14/2024,16:00,15445.75,12843.20,8566.78,13002.01,49857.74,N
11/14/2024,17:00,15351.08,12900.49,8471.33,12882.78,49605.68,N
11/14/2024,18:00,15455.95,12791.02,8321.32,12722.21,49290.51,N
11/14/2024,19:00,15626.44,12701.50,8445.11,12542.08,49315.13,N
11/14/2024,20:00,15431.82,12249.65,8532.10,12007.27,48220.84,N
11/14/2024,21:00,15149.29,11872.02,8471.37,11757.64,47250.32,N
11/14/2024,22:00,14691.39,11439.85,8451.19,11405.72,45988.16,N
11/14/2024,23:00,13942.20,10703.30,8363.50,10942.00,43950.99,N
11/14/2024,24:00,13161.03,10120.72,8439.80,10446.62,42168.17,N
