OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
07/22/2024,01:00,16668.34,13593.56,8248.96,13314.68,51825.54,N
07/22/2024,02:00,15861.35,12942.15,8234.45,12769.89,49807.84,N
07/22/2024,03:00,15174.56,12412.83,8085.28,12420.95,48093.63,N
07/22/2024,04:00,14875.14,12097.99,8159.88,12203.04,47336.04,N
07/22/2024,05:00,15092.65,12147.31,8082.39,12176.52,47498.87,N
07/22/2024,06:00,15344.40,12253.39,8154.14,12456.74,48208.67,N
07/22/2024,07:00,16181.94,12613.22,8461.79,12740.54,49997.49,N
07/22/2024,08:00,16475.32,12898.15,8528.89,13042.21,50944.57,N
07/22/2024,09:00,17263.63,13633.14,8628.07,13951.09,53475.93,N
07/22/2024,10:00,18307.07,14505.31,8596.14,15029.53,56438.05,N
07/22/2024,11:00,19194.64,15450.54,8835.87,15990.45,59471.50,N
07/22/2024,12:00,20040.63,16384.04,8990.73,16725.38,62140.77,N
07/22/2024,13:00,20812.46,17204.44,8825.99,16789.30,63632.20,N
07/22/2024,14:00,21779.48,17895.00,8764.13,16820.43,65259.04,N
07/22/2024,15:00,22380.80,18087.29,8693.87,17345.30,66507.25,N
07/22/2024,16:00,22779.66,18371.75,8598.47,18230.56,67980.44,N
07/22/2024,17:00,22701.53,18552.55,8904.53,18413.52,68572.13,N
07/22/2024,18:00,22307.00,18370.88,9038.94,17908.95,67625.76,N
07/22/2024,19:00,21489.78,17937.98,8956.50,16809.56,65193.83,N
07/22/2024,20:00,20421.20,17153.75,8895.44,15836.97,62307.36,N
07/22/2024,21:00,19823.85,16538.12,8611.34,15340.09,60313.41,N
07/22/2024,22:00,19266.16,16001.44,8294.37,14858.74,58420.72,N
07/22/2024,23:00,18170.60,15130.67,8056.73,14220.53,55578.52,N
07/22/2024,24:00,16896.29,14243.75,7921.39,13355.88,52417.31,N
