OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
04/17/2024,01:00,14220.44,11947.36,7904.66,11392.72,45465.18,N
04/17/2024,02:00,13463.40,11412.45,7858.54,11012.61,43747.00,N
04/17/2024,03:00,13135.86,11117.14,7841.26,10710.70,42804.95,N
04/17/2024,04:00,12716.98,10902.52,7794.57,10551.57,41965.64,N
04/17/2024,05:00,12771.70,10768.77,7753.03,10571.22,41864.73,N
04/17/2024,06:00,13366.91,11129.74,7678.51,11033.28,43208.45,N
04/17/2024,07:00,14511.58,11976.55,7729.44,11639.70,45857.27,N
04/17/2024,08:00,15003.81,12286.76,7869.15,11789.84,46949.56,N
04/17/2024,09:00,15360.51,12349.05,7808.09,11979.00,47496.65,N
04/17/2024,10:00,15848.39,12730.40,7931.33,12276.87,48786.99,N
04/17/2024,11:00,16495.74,13045.81,8063.29,12762.32,50367.16,N
04/17/2024,12:00,17390.18,13474.96,8205.59,13093.17,52163.90,N
04/17/2024,13:00,18327.86,13824.68,8310.07,13352.83,53815.44,N
04/17/2024,14:00,19274.82,14383.26,8381.50,13862.14,55901.73,N
04/17/2024,15:00,19922.67,14939.77,8524.65,14094.24,57481.33,N
04/17/2024,16:00,20317.86,15381.75,8732.96,14163.27,58595.84,N
04/17/2024,17:00,20419.34,15547.12,8718.21,14316.37,59001.04,N
04/17/2024,18:00,20297.94,15533.69,8683.61,14132.49,58647.73,N
04/17/2024,19:00,19881.29,15320.05,8701.00,13752.76,57655.09,N
04/17/2024,20:00,19212.31,15071.18,8445.21,13508.86,56237.56,N
04/17/2024,21:00,19058.43,15089.67,8225.45,13531.41,55904.96,N
04/17/2024,22:00,18587.24,14722.03,8224.41,13256.08,54789.76,N
04/17/2024,23:00,17461.03,13762.85,8075.21,12595.89,51894.99,N
04/17/2024,24:00,16141.73,12807.44,8133.26,11947.85,49030.28,N
