OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
06/02/2024,01:00,14470.81,14504.16,8355.13,13943.29,51273.39,N
06/02/2024,02:00,13619.76,13917.53,8195.78,13473.83,49206.90,N
06/02/2024,03:00,13008.81,13368.51,7998.63,13121.84,47497.79,N
06/02/2024,04:00,12511.77,12958.03,8048.15,12831.45,46349.40,N
06/02/2024,05:00,12233.41,12665.57,8005.85,12645.68,45550.52,N
06/02/2024,06:00,12312.42,12542.79,8015.16,12542.42,45412.78,N
06/02/2024,07:00,12316.77,12522.09,8093.48,12466.68,45399.02,N
06/02/2024,08:00,12709.32,12681.17,8234.27,12594.29,46219.05,N
06/02/2024,09:00,13641.73,13315.26,8451.80,13162.79,48571.59,N
06/02/2024,10:00,14905.91,14240.46,8600.70,14005.62,51752.69,N
06/02/2024,11:00,15739.07,15215.15,8596.68,14774.96,54325.85,N
06/02/2024,12:00,17024.05,16253.88,8651.44,15655.82,57585.19,N
06/02/2024,13:00,18552.66,17327.30,8903.13,16677.53,61460.62,N
06/02/2024,14:00,19860.73,18129.59,9116.94,17509.78,64617.04,N
06/02/2024,15:00,20957.37,18807.03,9233.30,18269.82,67267.51,N
06/02/2024,16:00,21598.02,19244.62,9244.83,18805.17,68892.62,N
06/02/2024,17:00,21368.71,19496.44,9189.83,18968.74,69023.73,N
06/02/2024,18:00,20751.40,19653.97,9249.34,18895.32,68550.03,N
06/02/2024,19:00,19258.11,19543.24,9180.60,18500.52,66482.48,N
06/02/2024,20:00,18177.01,19062.04,9008.81,17927.29,64175.14,N
06/02/2024,21:00,17624.24,18510.00,8952.99,17415.77,62502.99,N
06/02/2024,22:00,17381.19,18008.58,8943.08,17010.72,61343.58,N
06/02/2024,23:00,16547.03,17123.75,8800.14,16331.28,58802.21,N
06/02/2024,24:00,15250.21,15912.15,8672.40,15464.91,55299.68,N
