OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
10/12/2024,01:00,15486.73,12142.62,8657.51,12053.28,48340.13,N
10/12/2024,02:00,14508.68,11531.16,8355.85,11494.97,45890.67,N
10/12/2024,03:00,13787.82,11000.75,8259.81,11163.08,44211.45,N
10/12/2024,04:00,13400.56,10861.96,8225.09,10847.36,43334.97,N
10/12/2024,05:00,13092.01,10701.59,8198.61,10711.91,42704.12,N
10/12/2024,06:00,13067.38,10219.65,8156.41,10692.11,42135.54,N
10/12/2024,07:00,13262.24,10357.74,8178.52,10805.91,42604.41,N
10/12/2024,08:00,13501.04,10583.26,7947.02,10932.88,42964.20,N
10/12/2024,09:00,14195.46,11002.27,8378.54,11369.69,44945.96,N
10/12/2024,10:00,15640.73,11913.45,9433.99,12543.76,49531.92,N
10/12/2024,11:00,16494.37,12723.71,9314.53,13209.91,51742.52,N
10/12/2024,12:00,17705.28,13886.48,9211.47,14015.08,54818.31,N
10/12/2024,13:00,19055.48,14854.33,9159.21,14902.59,57971.62,N
10/12/2024,14:00,20640.27,15970.44,9348.54,15757.00,61716.25,N
10/12/2024,15:00,21889.42,16923.80,9479.18,16453.78,64746.19,N
10/12/2024,16:00,22865.93,17583.23,9640.36,16977.89,67067.41,N
10/12/2024,17:00,23460.69,17990.49,9738.83,17145.93,68335.94,N
10/12/2024,18:00,23314.65,17847.02,9697.99,16822.91,67682.57,N
10/12/2024,19:00,22247.28,17191.13,9435.79,16020.56,64894.76,N
10/12/2024,20:00,20985.14,16295.88,9285.25,15414.72,61980.99,N
10/12/2024,21:00,20135.88,15616.06,9189.28,14860.34,59801.56,N
10/12/2024,22:00,19083.33,14655.95,9100.78,14312.63,57152.69,N
10/12/2024,23:00,17951.92,13835.78,8847.86,13650.15,54285.70,N
10/12/2024,24:00,16782.74,12929.62,8717.73,12985.10,51415.19,N
