OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
04/12/2024,01:00,11748.43,10144.80,7591.66,9395.22,38880.10,N
04/12/2024,02:00,11417.93,9502.42,7599.15,8989.62,37509.12,N
04/12/2024,03:00,11129.99,9237.98,7779.61,8750.90,36898.48,N
04/12/2024,04:00,11052.77,9083.21,7650.82,8653.91,36440.71,N
04/12/2024,05:00,11300.62,9041.18,7439.16,8724.38,36505.34,N
04/12/2024,06:00,12135.61,9401.49,7466.64,9086.30,38090.04,N
04/12/2024,07:00,13464.78,10162.25,7554.50,9675.66,40857.20,N
04/12/2024,08:00,14176.73,10562.15,7671.52,9931.20,42341.61,N
04/12/2024,09:00,14172.78,10703.68,7827.95,10265.05,42969.47,N
04/12/2024,10:00,14239.24,11032.07,7868.33,10643.08,43782.73,N
04/12/2024,11:00,14331.87,11175.74,7890.85,10902.79,44301.25,N
04/12/2024,12:00,14251.47,11427.04,7934.69,11142.83,44756.03,N
04/12/2024,13:00,14365.41,11758.43,7961.89,11414.30,45500.03,N
04/12/2024,14:00,14591.04,12173.97,8017.53,11819.49,46602.04,N
04/12/2024,15:00,14870.65,12726.42,8033.58,12214.39,47845.04,N
04/12/2024,16:00,15258.81,13221.74,8128.82,12688.98,49298.35,N
04/12/2024,17:00,15681.95,13650.50,8226.30,13051.85,50610.59,N
04/12/2024,18:00,16111.64,13872.72,8230.38,13141.82,51356.56,N
04/12/2024,19:00,15870.61,13657.06,7974.23,12646.27,50148.18,N
04/12/2024,20:00,15570.12,13161.58,7907.82,12009.68,48649.20,N
04/12/2024,21:00,15630.00,12998.80,7951.48,11710.29,48290.58,N
04/12/2024,22:00,15230.12,12665.91,7900.22,11305.65,47101.90,N
04/12/2024,23:00,14460.30,12065.41,7793.91,10773.76,45093.39,N
04/12/2024,24:00,13471.63,11301.94,7689.12,10143.20,42605.89,N
