OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
01/20/2024,01:00,23695.79,15760.20,8900.01,12572.62,60928.62,N
01/20/2024,02:00,23773.75,15831.29,8834.66,12567.72,61007.42,N
01/20/2024,03:00,23832.29,15954.67,8768.43,12636.79,61192.18,N
01/20/2024,04:00,24063.04,16054.57,8782.56,12795.66,61695.83,N
01/20/2024,05:00,24470.89,16500.36,8804.24,13078.00,62853.47,N
01/20/2024,06:00,25156.42,17101.79,8837.46,13452.80,64548.48,N
01/20/2024,07:00,25952.28,17853.66,8828.47,13945.70,66580.11,N
01/20/2024,08:00,26718.88,18476.90,8812.92,14310.14,68318.84,N
01/20/2024,09:00,26717.02,18683.49,8977.69,14371.01,68749.20,N
01/20/2024,10:00,25867.43,18330.67,8672.72,14184.01,67054.83,N
01/20/2024,11:00,24625.13,17740.46,8483.40,13801.92,64650.91,N
01/20/2024,12:00,23310.24,16930.10,8395.17,13407.72,62043.23,N
01/20/2024,13:00,21826.43,16302.65,8236.21,12941.08,59306.36,N
01/20/2024,14:00,20722.38,15926.94,8184.15,12477.91,57311.38,N
01/20/2024,15:00,19833.98,15807.75,8274.28,12123.96,56039.97,N
01/20/2024,16:00,19447.90,15884.20,8140.18,11943.09,55415.38,N
01/20/2024,17:00,19833.95,16150.34,8112.14,11935.26,56031.69,N
01/20/2024,18:00,21171.49,16580.44,8113.26,12449.35,58314.54,N
01/20/2024,19:00,22446.15,17005.63,8194.80,13015.87,60662.46,N
01/20/2024,20:00,22918.58,17067.42,8502.15,13074.76,61562.91,N
01/20/2024,21:00,23109.94,16873.65,8517.99,13023.20,61524.78,N
01/20/2024,22:00,23039.08,16518.14,8492.37,12852.26,60901.85,N
01/20/2024,23:00,22596.15,16135.40,8643.27,12601.49,59976.31,N
01/20/2024,24:00,22092.11,15552.41,8519.73,12278.48,58442.73,N
