OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
09/27/2024,01:00,14275.12,11595.17,8300.89,11846.56,46017.75,N
09/27/2024,02:00,13447.63,11084.90,8400.60,11291.82,44224.95,N
09/27/2024,03:00,12893.43,10661.17,8383.79,10918.24,42856.62,N
09/27/2024,04:00,12564.30,10389.46,8405.80,10704.97,42064.53,N
09/27/2024,05:00,12498.41,10206.62,8342.27,10636.59,41683.90,N
09/27/2024,06:00,13002.25,10352.29,8232.10,10962.59,42549.23,N
09/27/2024,07:00,13854.86,10879.99,8254.03,11344.40,44333.28,N
09/27/2024,08:00,14316.98,11224.27,8307.27,11485.93,45334.45,N
09/27/2024,09:00,15072.39,11697.60,9040.40,12031.72,47842.11,N
09/27/2024,10:00,15948.95,12378.87,9464.38,13060.52,50852.72,N
09/27/2024,11:00,16432.41,12863.32,9403.72,13794.83,52494.27,N
09/27/2024,12:00,17374.84,13854.62,9115.43,14395.33,54740.22,N
09/27/2024,13:00,18260.34,14899.77,9181.36,15122.80,57464.27,N
09/27/2024,14:00,19208.91,16017.27,9323.39,15966.02,60515.59,N
09/27/2024,15:00,20133.01,16983.83,9454.78,16677.76,63249.38,N
09/27/2024,16:00,20867.44,17824.60,9044.40,17258.34,64994.78,N
09/27/2024,17:00,21496.87,18405.38,8884.08,17545.02,66331.36,N
09/27/2024,18:00,21406.05,18559.76,8789.62,17411.44,66166.87,N
09/27/2024,19:00,20649.38,18038.63,8713.63,16549.84,63951.48,N
09/27/2024,20:00,19530.20,16991.07,8572.50,15594.55,60688.32,N
09/27/2024,21:00,18670.79,15893.39,8567.92,14860.23,57992.33,N
09/27/2024,22:00,17806.36,14887.38,8385.58,14119.45,55198.77,N
09/27/2024,23:00,16705.07,13924.59,8276.75,13374.97,52281.38,N
09/27/2024,24:00,15607.18,13118.33,8351.85,12614.64,49692.00,N
