OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
11/17/2024,01:00,12868.12,10378.27,7826.37,11470.61,42543.37,N
11/17/2024,02:00,12377.44,9959.41,7749.02,11283.91,41369.78,N
11/17/2024,03:00,12091.86,9752.86,7651.79,11320.56,40817.07,N
11/17/2024,04:00,11688.14,9496.76,7739.04,11182.13,40106.07,N
11/17/2024,05:00,11635.29,9489.56,7895.02,11128.17,40148.04,N
11/17/2024,06:00,11815.91,9473.64,7977.71,11222.86,40490.12,N
11/17/2024,07:00,12081.08,9534.76,8029.17,11326.29,40971.30,N
11/17/2024,08:00,12491.60,9730.96,7898.00,11479.02,41599.58,N
11/17/2024,09:00,13188.41,10341.61,8165.83,11926.63,43622.48,N
11/17/2024,10:00,13942.94,11164.54,8608.62,12542.14,46258.24,N
11/17/2024,11:00,14720.00,12023.17,8947.96,13213.52,48904.65,N
11/17/2024,12:00,15111.60,12796.16,8914.02,13560.88,50382.67,N
11/17/2024,13:00,15437.34,13557.03,8658.70,13817.45,51470.52,N
11/17/2024,14:00,15875.66,14287.38,8083.78,14156.17,52402.99,N
11/17/2024,15:00,15858.91,14625.64,7652.24,14252.81,52389.60,N
11/17/2024,16:00,15796.18,14337.06,7204.21,14043.72,51381.18,N
11/17/2024,17:00,15736.02,14270.71,7061.31,13878.25,50946.28,N
11/17/2024,18:00,16296.49,14798.56,7300.50,13971.48,52367.03,N
11/17/2024,19:00,16849.21,15103.27,7418.88,14206.81,53578.16,N
11/17/2024,20:00,17133.44,15037.69,7956.99,14102.71,54230.84,N
11/17/2024,21:00,16822.90,14870.74,8299.86,13896.13,53889.61,N
11/17/2024,22:00,16437.05,14577.85,8289.47,13569.15,52873.52,N
11/17/2024,23:00,15897.95,13955.52,8205.95,13110.77,51170.19,N
11/17/2024,24:00,14954.08,13181.83,8044.04,12572.12,48752.06,N
