OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
05/09/2024,01:00,15575.47,13666.52,7293.81,13555.51,50091.30,N
05/09/2024,02:00,14721.07,12849.24,7318.79,13031.88,47920.99,N
05/09/2024,03:00,14055.27,12295.26,7308.17,12747.79,46406.49,N
05/09/2024,04:00,13459.74,12166.09,7277.53,12635.52,45538.89,N
05/09/2024,05:00,13445.77,12199.52,7246.03,12729.92,45621.24,N
05/09/2024,06:00,14066.07,12411.54,7220.51,13192.18,46890.29,N
05/09/2024,07:00,15096.82,12924.12,7332.80,13778.99,49132.73,N
05/09/2024,08:00,15611.08,13293.93,7554.85,14035.58,50495.44,N
05/09/2024,09:00,16125.99,13793.04,8238.17,14350.74,52507.94,N
05/09/2024,10:00,16830.40,14478.56,8348.84,14902.62,54560.42,N
05/09/2024,11:00,17493.74,15173.60,8461.82,15669.93,56799.09,N
05/09/2024,12:00,18365.97,16142.23,8491.18,16334.82,59334.21,N
05/09/2024,13:00,18992.12,17288.07,8387.66,16735.07,61402.91,N
05/09/2024,14:00,19588.03,18100.08,8614.12,17170.01,63472.24,N
05/09/2024,15:00,20223.38,19003.93,8851.81,17611.40,65690.52,N
05/09/2024,16:00,20391.12,19564.82,8976.65,17762.13,66694.72,N
05/09/2024,17:00,19955.11,20041.59,9214.59,17709.45,66920.75,N
05/09/2024,18:00,19153.15,20589.07,9114.79,17559.62,66416.64,N
05/09/2024,19:00,18437.97,20098.40,8874.21,17038.64,64449.23,N
05/09/2024,20:00,17787.86,19297.70,8757.86,16571.68,62415.10,N
05/09/2024,21:00,17419.08,18589.40,8425.37,16503.28,60937.13,N
05/09/2024,22:00,16954.77,17129.56,8438.97,16062.84,58586.14,N
05/09/2024,23:00,15738.56,15835.82,8226.35,15344.10,55144.84,N
05/09/2024,24:00,14411.45,14593.60,7922.35,14517.50,51444.90,N
