OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
11/22/2024,01:00,13740.76,10165.63,8989.50,10073.13,42969.02,N
11/22/2024,02:00,13416.33,10045.72,8869.78,9977.32,42309.15,N
11/22/2024,03:00,12937.28,9578.87,8609.85,9860.99,40986.99,N
11/22/2024,04:00,12977.31,9568.87,8652.47,9897.55,41096.21,N
11/22/2024,05:00,13397.86,9791.39,8680.04,9992.34,41861.63,N
11/22/2024,06:00,14386.00,10362.48,8830.60,10445.50,44024.58,N
11/22/2024,07:00,15742.09,11348.92,8973.66,11128.05,47192.72,N
11/22/2024,08:00,16389.99,11662.00,8983.35,11327.08,48362.41,N
11/22/2024,09:00,16371.71,11607.78,9005.08,11501.25,48485.82,N
11/22/2024,10:00,16048.41,11301.19,8829.49,11528.86,47707.94,N
11/22/2024,11:00,15537.62,10937.21,8702.52,11524.68,46702.03,N
11/22/2024,12:00,15169.75,10877.11,8638.24,11557.15,46242.25,N
11/22/2024,13:00,14897.68,10986.64,8705.02,11513.40,46102.75,N
11/22/2024,14:00,14734.49,11322.63,8602.84,11763.89,46423.86,N
11/22/2024,15:00,14686.50,11594.15,8616.90,11932.56,46830.11,N
11/22/2024,16:00,14695.13,11835.47,8663.91,11987.99,47182.50,N
11/22/2024,17:00,14859.22,11995.90,8628.86,11867.41,47351.39,N
11/22/2024,18:00,15221.12,12057.60,8704.02,11832.65,47815.40,N
11/22/2024,19:00,15455.61,12069.30,8616.17,11732.27,47873.35,N
11/22/2024,20:00,15339.54,11728.09,8638.85,11496.41,47202.89,N
11/22/2024,21:00,15310.85,11406.60,8691.53,11330.30,46739.28,N
11/22/2024,22:00,15196.77,11117.17,8692.50,11054.29,46060.73,N
11/22/2024,23:00,14637.53,10681.19,8654.02,10690.10,44662.84,N
11/22/2024,24:00,14138.54,10341.74,8590.67,10328.64,43399.59,N
