OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
10/11/2024,01:00,15131.02,12348.42,8468.31,11522.63,47470.38,N
10/11/2024,02:00,14190.34,11635.67,8299.73,11031.37,45157.10,N
10/11/2024,03:00,13619.04,11285.66,8221.21,10899.54,44025.45,N
10/11/2024,04:00,13170.35,10920.90,8153.68,10763.32,43008.25,N
10/11/2024,05:00,13123.87,10738.68,8156.95,10613.06,42632.55,N
10/11/2024,06:00,13442.23,10812.78,8238.34,10829.21,43322.56,N
10/11/2024,07:00,14096.52,11192.87,8454.66,11234.37,44978.42,N
10/11/2024,08:00,14514.15,11453.40,8373.51,11397.66,45738.73,N
10/11/2024,09:00,14965.96,11721.79,8573.16,11712.00,46972.90,N
10/11/2024,10:00,15941.35,12543.03,9007.88,12530.88,50023.14,N
10/11/2024,11:00,16999.89,13337.21,9241.48,13205.53,52784.12,N
10/11/2024,12:00,18186.26,14142.66,9251.24,14029.70,55609.86,N
10/11/2024,13:00,19314.51,15047.65,9272.42,14916.99,58551.57,N
10/11/2024,14:00,20346.03,16139.06,9303.47,15872.12,61660.68,N
10/11/2024,15:00,21527.15,17217.51,9446.90,16685.17,64876.73,N
10/11/2024,16:00,22484.60,17863.00,9586.40,17271.85,67205.85,N
10/11/2024,17:00,23048.54,18231.33,9582.79,17467.46,68330.12,N
10/11/2024,18:00,22772.12,18122.64,9535.74,17140.91,67571.41,N
10/11/2024,19:00,21583.26,17307.70,9204.23,16183.50,64278.69,N
10/11/2024,20:00,20389.78,16474.99,8967.92,15511.23,61343.92,N
10/11/2024,21:00,19606.53,15536.00,8773.75,14861.28,58777.55,N
10/11/2024,22:00,18718.90,14606.30,8841.65,14218.16,56385.02,N
10/11/2024,23:00,17746.66,13786.29,8747.73,13434.19,53714.86,N
10/11/2024,24:00,16562.22,13000.42,8685.74,12695.92,50944.30,N
