OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
11/01/2024,01:00,12835.52,11944.62,8196.30,12379.66,45356.09,N
11/01/2024,02:00,12301.52,11340.63,8050.90,12024.14,43717.17,N
11/01/2024,03:00,11890.53,10996.99,7905.61,12001.54,42794.66,N
11/01/2024,04:00,11731.41,10708.64,7890.54,11682.93,42013.53,N
11/01/2024,05:00,11875.84,10621.77,7762.62,11626.18,41886.41,N
11/01/2024,06:00,12246.53,10857.09,7746.91,11983.98,42834.51,N
11/01/2024,07:00,13248.08,11454.74,7708.99,12521.44,44933.25,N
11/01/2024,08:00,13964.37,11994.56,7739.20,12801.85,46499.97,N
11/01/2024,09:00,14264.32,12149.38,7819.47,13007.69,47240.87,N
11/01/2024,10:00,14836.96,12671.96,8728.63,13024.52,49262.07,N
11/01/2024,11:00,15343.59,13012.10,8912.46,13274.39,50542.55,N
11/01/2024,12:00,15576.86,13786.84,9038.34,13510.87,51912.91,N
11/01/2024,13:00,15675.33,14299.50,9070.72,13767.81,52813.36,N
11/01/2024,14:00,15572.54,14666.58,8751.00,14138.42,53128.54,N
11/01/2024,15:00,15700.53,14885.56,8823.30,14350.69,53760.09,N
11/01/2024,16:00,15947.62,15008.12,8935.07,14469.71,54360.52,N
11/01/2024,17:00,16047.47,15027.49,9134.06,14408.08,54617.10,N
11/01/2024,18:00,16139.38,14875.85,8916.33,14255.26,54186.82,N
11/01/2024,19:00,16170.08,14609.93,8878.19,14091.78,53749.98,N
11/01/2024,20:00,16241.15,14539.90,8794.13,14110.93,53686.11,N
11/01/2024,21:00,16138.03,14265.26,8886.12,13912.05,53201.45,N
11/01/2024,22:00,15818.83,13825.95,8802.16,13650.76,52097.70,N
11/01/2024,23:00,15125.88,13291.99,8630.01,13183.38,50231.26,N
11/01/2024,24:00,14370.66,12793.62,8521.30,12721.25,48406.83,N
