OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
03/17/2024,01:00,11653.54,10791.60,7675.60,10127.13,40247.88,N
03/17/2024,02:00,11133.18,10223.23,7393.97,9812.54,38562.93,N
03/17/2024,03:00,10826.49,10019.87,7639.75,9581.42,38067.52,N
03/17/2024,04:00,10731.68,9500.68,7642.71,9388.92,37264.00,N
03/17/2024,05:00,10693.14,9370.71,7586.38,9288.94,36939.17,N
03/17/2024,06:00,10768.76,9320.35,7597.78,9372.48,37059.37,N
03/17/2024,07:00,11058.54,9365.02,7689.94,9384.32,37497.82,N
03/17/2024,08:00,11513.80,9615.46,7782.73,9498.14,38410.13,N
03/17/2024,09:00,12046.54,9926.74,7858.22,9695.11,39526.60,N
03/17/2024,10:00,12601.18,10419.79,7886.11,10142.21,41049.28,N
03/17/2024,11:00,13027.81,10855.44,8151.96,10637.01,42672.22,N
03/17/2024,12:00,13135.04,11264.11,7914.23,11019.82,43333.20,N
03/17/2024,13:00,13096.42,11527.73,7964.09,11396.23,43984.48,N
03/17/2024,14:00,12836.98,11624.17,8186.36,11539.63,44187.14,N
03/17/2024,15:00,12772.84,11633.52,8074.13,11613.87,44094.37,N
03/17/2024,16:00,12873.22,11653.70,8006.25,11585.99,44119.15,N
03/17/2024,17:00,13071.90,11573.85,8388.61,11546.87,44581.23,N
03/17/2024,18:00,13316.22,11687.28,8407.12,11680.55,45091.17,N
03/17/2024,19:00,13547.50,11737.88,8249.99,11667.52,45202.90,N
03/17/2024,20:00,13853.12,11911.22,8140.90,11679.13,45584.38,N
03/17/2024,21:00,14153.75,12056.28,8256.65,11697.36,46164.04,N
03/17/2024,22:00,13847.75,11673.40,8255.24,11432.60,45208.99,N
03/17/2024,23:00,13103.03,11087.29,8100.91,10883.69,43174.90,N
03/17/2024,24:00,12156.57,10357.29,7958.25,10265.77,40737.89,N
