OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
05/17/2024,01:00,12173.69,11253.07,7371.42,9260.46,40058.65,N
05/17/2024,02:00,11661.91,10806.37,7344.25,9041.81,38854.33,N
05/17/2024,03:00,11308.79,10263.39,7415.78,8863.20,37851.17,N
05/17/2024,04:00,11100.97,9988.80,7372.16,8881.43,37343.36,N
05/17/2024,05:00,11262.00,10016.39,7376.84,8901.62,37556.85,N
05/17/2024,06:00,11801.37,10289.03,7453.08,9216.97,38760.46,N
05/17/2024,07:00,12707.26,10953.80,7518.09,9569.49,40748.65,N
05/17/2024,08:00,13482.52,11343.27,7481.23,9813.63,42120.64,N
05/17/2024,09:00,13896.35,11392.06,7468.17,10113.07,42869.65,N
05/17/2024,10:00,14512.11,11600.60,7626.40,10411.59,44150.70,N
05/17/2024,11:00,15160.92,12122.80,7819.44,10792.82,45895.98,N
05/17/2024,12:00,15925.05,12377.52,7789.30,10966.18,47058.05,N
05/17/2024,13:00,16622.56,12424.87,7989.12,11017.66,48054.22,N
05/17/2024,14:00,17579.01,13097.79,8067.46,11181.53,49925.78,N
05/17/2024,15:00,18581.04,13921.31,8202.63,11177.19,51882.17,N
05/17/2024,16:00,19206.16,14487.95,8367.12,11098.42,53159.65,N
05/17/2024,17:00,19916.86,15239.70,8503.98,11045.20,54705.74,N
05/17/2024,18:00,20237.34,15785.73,8603.37,11017.16,55643.59,N
05/17/2024,19:00,20021.24,15747.81,8629.01,10941.65,55339.71,N
05/17/2024,20:00,19268.63,15337.85,8244.62,10904.40,53755.50,N
05/17/2024,21:00,18199.63,14734.42,7852.02,10998.19,51784.27,N
05/17/2024,22:00,17490.29,14237.95,7729.28,10893.66,50351.18,N
05/17/2024,23:00,16480.90,13555.87,7860.79,10623.08,48520.64,N
05/17/2024,24:00,15336.39,12690.83,7823.33,10166.36,46016.91,N
