OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
11/04/2024,01:00,14717.51,12350.68,8497.58,12974.68,48540.46,N
11/04/2024,02:00,14374.04,12180.95,8375.57,12819.34,47749.90,N
11/04/2024,03:00,14391.62,11838.14,8485.82,12867.47,47583.05,N
11/04/2024,04:00,14017.73,11833.66,8530.55,12764.59,47146.54,N
11/04/2024,05:00,14325.88,11938.26,8651.75,12838.93,47754.82,N
11/04/2024,06:00,14712.18,12216.41,8320.71,13135.94,48385.23,N
11/04/2024,07:00,15737.67,13041.18,8369.58,13527.36,50675.78,N
11/04/2024,08:00,16275.98,13315.95,8473.67,13763.40,51829.00,N
11/04/2024,09:00,16977.13,13704.81,8609.17,14340.91,53632.01,N
11/04/2024,10:00,17643.68,14286.56,8573.23,15088.88,55592.35,N
11/04/2024,11:00,18306.54,15022.87,8709.25,15773.26,57811.92,N
11/04/2024,12:00,18707.64,15532.86,8740.82,16078.82,59060.13,N
11/04/2024,13:00,18988.49,15934.85,8603.84,16295.24,59822.42,N
11/04/2024,14:00,19109.28,16471.28,8543.88,16435.46,60559.91,N
11/04/2024,15:00,18523.70,16954.02,8910.97,16502.78,60891.47,N
11/04/2024,16:00,17947.17,17160.11,9424.76,16426.10,60958.14,N
11/04/2024,17:00,17572.88,17073.44,8884.10,15982.38,59512.80,N
11/04/2024,18:00,17526.94,16952.44,8468.93,15890.66,58838.97,N
11/04/2024,19:00,17248.44,16806.37,8061.31,15792.06,57908.18,N
11/04/2024,20:00,16823.51,16297.63,7948.04,15570.99,56640.17,N
11/04/2024,21:00,16471.93,15787.37,8335.84,15303.83,55898.97,N
11/04/2024,22:00,15851.24,14684.80,8462.97,14943.58,53942.59,N
11/04/2024,23:00,14888.19,13284.32,8466.33,14347.70,50986.54,N
11/04/2024,24:00,13868.02,12163.18,8411.49,13734.80,48177.49,N
