OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
07/10/2024,01:00,18015.00,13957.28,8636.58,9492.31,50101.16,N
07/10/2024,02:00,16843.52,13322.38,8375.35,9032.64,47573.89,N
07/10/2024,03:00,15960.80,12710.60,8119.85,8628.72,45419.97,N
07/10/2024,04:00,15440.70,12349.93,8091.01,8439.53,44321.17,N
07/10/2024,05:00,15364.61,12147.30,8215.41,8396.07,44123.40,N
07/10/2024,06:00,15582.49,12372.76,8242.79,8436.52,44634.56,N
07/10/2024,07:00,16055.90,12623.48,8261.88,8545.53,45486.79,N
07/10/2024,08:00,16622.92,13140.58,8308.66,8813.51,46885.66,N
07/10/2024,09:00,17941.16,13743.45,9220.41,9294.95,50199.97,N
07/10/2024,10:00,19427.59,14470.41,9368.48,10051.66,53318.14,N
07/10/2024,11:00,21335.38,15583.98,9458.24,10924.14,57301.73,N
07/10/2024,12:00,23162.87,16535.64,9266.54,11797.38,60762.42,N
07/10/2024,13:00,24891.89,17304.89,9406.39,12303.24,63906.40,N
07/10/2024,14:00,26058.64,17760.29,9500.78,12715.50,66035.22,N
07/10/2024,15:00,26806.85,18322.36,9542.66,12910.56,67582.44,N
07/10/2024,16:00,27270.04,18843.35,9648.40,12888.12,68649.91,N
07/10/2024,17:00,27771.30,18994.69,9620.90,12986.66,69373.54,N
07/10/2024,18:00,27797.50,18550.81,9595.05,12868.35,68811.72,N
07/10/2024,19:00,27396.99,17982.44,9355.96,12671.43,67406.83,N
07/10/2024,20:00,26218.29,17557.25,9302.12,12492.81,65570.46,N
07/10/2024,21:00,24784.32,16917.61,9136.47,12311.23,63149.64,N
07/10/2024,22:00,23805.58,16255.92,9136.36,12114.23,61312.09,N
07/10/2024,23:00,22129.00,15383.22,8907.87,11556.71,57976.80,N
07/10/2024,24:00,20261.14,14346.01,8667.80,10910.34,54185.29,N
